DOI,Document title,Abstract,REASON
10.1109/ICIPCA65645.2025.11138984,Enhancing MADDPG for Multi Agent Path Planning: Based on LSTM and Progressive Course Learning,"This study focuses on the field of multi-agent path planning and proposes an optimized MADDPG algorithm that integrates LSTM networks with a curriculum learning mechanism. It aims to address three major technical bottlenecks commonly faced by traditional multi-agent reinforcement learning approaches in path planning applications: the challenge of non-stationarity caused by dynamic environments, the difficulty of coordinated policy optimization among agents, and the inefficiency of the training process. By systematically analyzing the core features of the MADDPG algorithm-such as its distinctive centralized training with decentralized execution framework, gradient variance suppression mechanism, and adaptability to diverse scenarios-this research establishes two key optimization pathways. In terms of technological innovation, the study achieves dual breakthroughs. First, by incorporating the LSTM neural network architecture, it significantly enhances agents' ability to capture temporal dynamics, enabling a more accurate understanding of environmental evolution. Second, it introduces a progressive curriculum learning paradigm, implementing a staged task difficulty strategy that effectively refines the agents' learning trajectory. Empirical results demonstrate that the optimized algorithm exhibits outstanding performance in multi-agent path planning tasks. A high-fidelity simulation testbed with three heterogeneous agents was developed, and extensive comparative experiments confirmed the superiority of the proposed method. Experimental data show notable improvements across several key performance metrics: the task planning success rate increased to 95.12%, the average path length was reduced by 0.8 meters compared to baseline methods, and the average navigation time was shortened to 10.4 seconds-all significantly outperforming existing approaches. To further validate the algorithm's performance, the research team conducted a quantitative analysis using agent position heatmaps, which vividly illustrated the enhanced rationality of path planning and the improved environmental adaptability offered by the proposed algorithm.",TOPIC
10.1109/ICISET62123.2024.10939425,Autonomous Pollination System for Tomato Plants in Greenhouses: Integrating Deep Learning and Robotic Hardware Manipulation on Edge Device,"Air pollination is important for plants like tomatoes as it plays a vital role in the reproduction and productivity of crops. Tomatoes, being predominantly selfpollinated, depend on airflow to transfer pollen from the anther to the stigma within the flower. In isolated environments like greenhouses, ensuring effective air pollination presents a significant challenge. Due to limited natural airflow, greenhouses often rely on mechanical ventilation systems which cannot adequately replicate the natural pollination process. In this work, a low-cost but efficient autonomous pollination system is developed for tomato plants in greenhouses that utilize both deep learning capability as well as robotic hardware manipulation. The deep learning model is based on the YOLOv8 Nano architecture that is customized with a transformer module which achieved an mAP@50 score of $\mathbf{9 4. 6}$ percent for mature flower detection. Explainable AI (XAI) like EigenCAM and XGrad-CAM approach showed correct visualization over the flower area with minimum noise. The developed model was implemented on the Nvidia Jetson Nano where the Bot-SORT tracking algorithm was used to avoid over-pollination of the same flower. For real-time application, a Graphical User Interface (GUI) app was developed which functioned together with the hardware system using closed-loop feedback control on a pan-tilt mechanism for targeting each mature tomato flower. This technique ensured consistent pollination throughout the day and offers efficiency, precision, and cost-effectiveness by increasing yield.",TOPIC
10.1109/ICMA65362.2025.11120548,Bioinspired Soft Robot: Earthworm-Inchworm Actuation for Complex Environments,"Robotic exploration in complex environments necessitates multidimensional locomotion adaptability, while existing has inadequately addressed the fundamental kinematic coupling mechanisms between planar and inclined locomotion modalities. A soft robot, inspired by the locomotion mechanisms of the earthworm and the inchworm, is proposed here, which consists of three components: a telescopic torso, flexible necks, and adhesive feet. The telescopic torso enables peristaltic wave transmission through axial deformation, while the flexible necks enable dexterous posture adjustment via large-angle deformation capabilities, complemented by adhesive feet providing anchoring characteristics. Modular pneumatic control facilitates adaptive switching between earthworm crawling mode (crawling speed: 0.11 BL/s, steering speed:13.1°/s) and inchworm crawling mode (crawling speed: 0.072 BL/s). Moreover, by combining its earthworm and inchworm modes, the soft robot can stably climb slopes up to 15 degrees. A hybrid probe combining telescopic extension and SMA-driven steering resolves narrow bend detection challenges.",TOPIC
10.1109/ICMA65362.2025.11120643,A Deep Learning-Based Multi-Branch Network for Accurate Vascular Segmentation,"Vascular interventional robots enhance the precision and safety of minimally invasive procedures, particularly in complex scenarios such as cerebral and coronary interventions. Accurate vessel segmentation from medical images is crucial for robotic navigation, path planning, and intraoperative risk assessment. However, vessel segmentation remains challenging due to low contrast, fine-scale structures, and complex vascular morphology. To address these challenges, a novel dual-branch convolutional module (DBCM) is proposed. The DBCM combines standard convolutions and depthwise separable convolutions in parallel, followed by a Coordinate Attention mechanism and a residual connection. The upper branch captures semantic features, while the lower branch enhances computational efficiency and local feature representation. This hybrid design allows the model to effectively capture both global and local features, improving segmentation accuracy. The residual connection ensures stable gradient flow, while the low computational cost makes the approach suitable for real-time robotic-assisted vascular interventions. The method was evaluated on the DRIVE and CHASE_DB1 datasets, with experimental results demonstrating superior performance in Acc (0.9653), F1-score (0.8156), and IoU (0.6886), compared to state-of-the-art methods, while maintaining a lightweight architecture suitable for real-time clinical applications.",TOPIC
10.1109/ICMA65362.2025.11120680,Mobile Robotic Manipulation for Search-and-Fetch Tasks by Integrating Human-Robot Interaction,"The increasing labor shortages in commercial and industrial sectors have driven the development of mobile manipulation robots, which combine the mobility of mobile bases with the dexterity of robotic arms to automate complex tasks. However, integrating heterogeneous subsystems, such as perception, navigation, and manipulation, into a cohesive workflow remains an open challenge. This paper presents a unified mobile manipulation system capable of autonomous search-and-fetch operations by seamlessly integrating real-time mapping, path planning, object detection, and grasping. To enhance human-robot interaction, the system incorporates multimodal control via face recognition, gesture recognition, and voice commands, allowing intuitive user-directed operation. Control Lyapunov Functions and Control Barrier Functions are integrated in a hierarchical motion controller to mitigate tracking error and establish safety constraint. Meanwhile, a hybrid learning-optimization grasping algorithm is implemented to generate robust and precise grasping poses for target object manipulation by leveraging convolutional neural networks and gripper kinematic constraints. Experimental results demonstrate the system's effectiveness for indoor search-and-fetch applications, validating its potential to address labor shortages through reliable automation.",TOPIC
10.1109/ICMRA53481.2021.9675591,"A Robotic System Architecture Based on Safety Controller and Priority Module Using Robot Operating System (ROS), Sensor Fusion and Human Robot Interaction for Control and Safety","Since the robotic topic is evolving every day, and humans are in constant interaction with robots that use different sensors and different environment, it is needed to take into consideration the importance of sensor fusion for motion control. The method of sensor fusion consists of merging the data from different sensors to obtain more accurate data for object detection as well as parameters and statements required for the auto location, mapping, path planning, motion control, and motion execution. There are different ways to make possible the human-robot interaction, but no matter the concept implemented the safety of the human and the robot needs to be one of the priorities of the robotic system. In this paper the continuation of the research work is presented from the previously proposed robotic system. The robotic system is extended to include a safety controller and priority module. Also, the improved architecture will be able to receive commands from multiple human inputs, and it will determine which command will have the higher priority to be executed. The paper focuses on the continuation of the research work through detailed implementation, some test case scenarios and their results taking into consideration that the robot can execute a safety measure. The simulations are done using ROS and Gazebo.",TOPIC
10.1109/ICMRE54455.2022.9734075,Robot Grasping Based on RGB Object and Grasp Detection Using Deep Learning,"In the last decade, great emphasis was given to the implementation of robots in the industry, but they are still applying traditional techniques. Therefore, industrial plants with continuous production come to work without any type of feedback, which causes uncertainty and possible incidents. The present project shows the development of a system for the detection, recognition, and grasping of objects using a robotic arm. The system was developed with SSDResNet50 architecture for object detection and in the case of the grasping area detection, we propose an architecture that deploys a grasping area represented on a vector of 4 values. On the other hand, we made the integration and simulation of all developed sub-systems to perform grasping on Robot Operating System (ROS). The system achieves a minimum error in the detection of objects, reaching a value of 94.0% in the evaluation mAP, for the detection of the grasp area, a 26.32% is obtained in the Jaccard metric. It should be noted that a dataset generated within the simulation environment has been used. Finally, the grasping success of each object was evaluated, obtaining an average rate of success of 85.76% among all objects.",TOPIC
10.1109/ICMRE54455.2022.9734106,A View Planning Method for 3D Reconstruction with Unknown Feature Prediction,"Active reconstruction can be considered as an intelligent perception problem that seeks to optimize the efficiency of the modeling tasks by adjusting the configuration of vision system on robotic platform automatically. We consider a feature as several local surfaces that have the same kinds of characteristics. A standard geometry can be defined by attributes abstracted from a set of features. For the regular geometry of the same category, descriptions and topological relations about these objects’ features are known before modeling tasks. In order to maximize the acquisition of an object’s surface in a few views, knowledge of its features is employed as partial prior information that guides the view planning in active reconstruction. Since each reconstruction task may have a different type of object to be rebuilt, in order to make the view planning algorithm suitable for different tasks, we store the prior information of the object in a fixed-form database, so as to call the content of the library to perform verification and reasoning of all features, and make predictions on unknown local surface and rough shape of the object. The predicted unknown surface is discretized and then marked as predicted voxels in the voxel space, which are used to evaluate the priority of all candidate viewpoints, together with the detected voxels. A novel hybrid optimization function is proposed that takes the constraint on overlap, the accessibility of predicted surface, and the amount of unknown object surface into account. Simulated experiments are conducted and the results show that our method is efficient for reconstruction.",TOPIC
10.1109/ICMSR2020.2022.00009,Simulation and Validation of A Dual-motor Coupled Joint Actuator,"Flat motor + planetary reducer and flat motor + harmonic reducer are two typical driving configurations of joint actuators in many robotic applications. Nevertheless, they still have inherent technological limitations and a new joint driving architecture is highly desirable in the robotics research community. We proposed a dual-motor coupled joint actuator aiming for better kinematics performance, fast dynamic response, and high power density. Two motors were placed at the upper and lower module of the joint actuator, and their power was coupled by a planetary reducer. The speed differential of two motors determined the joint actuator’s rotation states: speed, direction, and stop. 3D simulation shows that this new design could smoothly change motion with a 360-degree rotation range and fast dynamic response, successfully satisfying project expectations and demonstrating its usability. This new design could provide a third option in addition to mainstream configurations with improved kinetics and kinematics performance, particularly suitable as a modularized joint driving unit for various robotic applications.",TOPIC
10.1109/ICMT56556.2022.9997618,Solar Energy Profiles for a Blockchain-based Energy Market,"In order to accommodate the growing amounts of integrated renewable production, including wind and solar PV, energy networks are undergoing significant adjustments. In recent years, the growth of renewable energy sources (RES) has been greatly accelerated thanks to the privatization and deregulation of the energy industry, as well as financial incentives and energy policy measures. As decentralized energy generation is developed through residential and commercial PV applications, a new position described as an energy prosumer is produced. The traditional division between energy users and producers is eliminated as a result. Blockchain technology automate direct energy transactions inside a distributed system architecture based on consensus-based verification and cryptographic hashing, providing utilities, prosumers, and consumers with a one-of-a-kind, cost-effective, and secure energy-trading system. The objective of this project is to implement a general ABM simulation framework for energy exchange and demonstrate the operation of any blockchain process as well as the expected power profiles of homes. A robust multi-agent structure was constructed and simulated for a Transactive Energy (TE) type Distributed Energy Resources (DER) within the ECCH microgrid that is dependent on blockchain engineering. Auction systems are used in recent blockchain-based LEM plans to balance supply and demand in the future. These blockchain-based LEMs rely on accurate short-term forecasts of the energy generation and consumption of particular homes as a consequence. Such accurate estimations are usually only assumed. In the present study, this assumption was tested by first evaluating the forecast accuracy that can be obtained for particular families using state-of-the-art energy forecasting methods, and then by examining the effects of prediction mistakes on market outcomes in three alternative supply scenarios. The evaluation showed that an LSTM model may provide rather little predicting errors. The prediction process will be modified to fit the design of a blockchain-based LEM. Because of this, the current study differs greatly from past investigations that make a thorough effort to predict the time sequence of smart meters generally.",TOPIC
10.1109/ICONS62911.2024.00052,Mimicking Associative Learning of Rats via a Neuromorphic Robot in Open Field Maze Using Spatial Cell Models,"Data-driven Artificial Intelligence (AI) approaches have exhibited remarkable prowess across various cognitive tasks using extensive training data. However, the reliance on large datasets and neural networks presents challenges such as high-power consumption and limited adaptability, particularly in SWaP-constrained applications like planetary exploration. To address these issues, we propose enhancing the autonomous capabilities of intelligent robots by emulating the associative learning observed in animals. Associative learning enables animals to adapt to their environment by memorizing concurrent events. By replicating this mechanism, neuromorphic robots can navigate dynamic environments autonomously, learning from interactions to optimize performance. This paper explores the emulation of associative learning in rodents using neuromorphic robots within open-field maze environments, leveraging insights from spatial cells such as place and grid cells. By integrating these models, we aim to enable online associative learning for spatial tasks in real-time scenarios, bridging the gap between biological spatial cognition and robotics for advancements in autonomous systems.",TOPIC
10.1109/ICORR66766.2025.11063193,Brain Biomarkers for Assessing Practice of Robotic Arm Reaching Movements Using a Head-Controlled Interface,"Limited efforts have examined the cognitive-motor processes as individuals learn to operate upper-limb assistive devices that improve interactions in their environment (e.g., prostheses, head-controlled devices). Prior work mainly focused on performance without examining cerebral cortical dynamics via brain biomarkers to assess the level of practice during the learning of such assistive devices. Specifically, it was suggested that EEG biomarkers like low- and high-beta spectral power are related to learning as they assess memory formation and attentional mechanisms. Therefore, this work examines how sensorimotor performance, and low-/high-beta spectral power are influenced as individuals without disabilities practice reaching movements with a simulated robotic effector executed via a head-controlled interface. Results revealed faster and straighter reaching movements. Additionally, as individuals progressed from early to late practice, the movement planning stage revealed an elevation of frontal, central and parietal low-beta power and an attenuation of high-beta power in the temporal region. These spectral modulations may reflect an internal model memory encoding process of the novel sensorimotor mapping imposed by this interface throughout practice which ultimately enables improved reaching performance. This work could inform patients' cognitive-motor processes when learning to control assistive systems and provide biomarkers for monitoring practice during rehabilitation.",TOPIC
10.1109/ICoSR57188.2022.00006,Message from the Program Chair: ICoSR 2022,"We are excited to welcome you to the 2022 International Conference on Service Robotics (ICoSR 2022)! Once again, the ICoSR research community cannot meet in person, because of the COVID-19 pandemic; originally, we planned and hoped for at least a hybrid conference to be hosted in Xishuangbanna, China. In order to create safe, meaningful, and wanted human-robot interactions for people and society, to create new ways of thinking about our future lives with robotic technology, virtual conference is essential. The ICoSR Conference is presenting topquality research and the virtual format might even allow us to attract and include more people who would not have the opportunity to travel to China.",PUBLICATION_TYPE
10.1109/ICPSAsia58343.2023.10294359,Research on Micro-Grid Planning Technology Under the Background of Carbon Neutrality and New Power System,"In the context of carbon neutrality and new power system construction, the large-scale access of renewable energy such as wind and solar brings great challenges to the safe and stable operation of the power system. This paper constructs a multi-agent, multi-objective, and multi-layer micro-grid collaborative planning model that comprehensively considers the transmission of multi-layer optimization problems based on the different objectives of multiple entities such as micro grid operators. This model achieves collaborative planning and optimization between renewable energy equipment, energy storage equipment, and network architecture at different time scales, and provides important technical solutions for improving the economic benefits of various entities and promoting the clean transformation of energy and power systems. Finally, this paper designs a simulation case based on the IEEE-33 node system to verify the effectiveness of the model. The results show that the coordinated configuration of renewable energy equipment and energy storage equipment in the micro-grid can significantly improve the absorptive capacity of renewable energy sources on the basis of ensuring the economic benefits of various entities, and thus provide important support for the construction of carbon neutrality and new power systems.",TOPIC
10.1109/ICRA40945.2020.9196657,Backlash-Compensated Active Disturbance Rejection Control of Nonlinear Multi-Input Series Elastic Actuators,"Series elastic actuators with passive compliance have been gaining increasing popularity in force-controlled robotic manipulators. One of the reasons is the actuator's ability to infer the applied torque by measuring the deflection of the elastic element as opposed to directly with dedicated torque sensors. Proper deflection control is pinnacle to achieve a desired output torque and, therefore, small deviances in positional measurements or a nonlinear deformation can have adverse effects on performance. In applications with larger torque requirements, the actuators typically use gear reductions which inherently result in mechanical backlash. This combined with the nonlinear behaviour of the elastic element and unmodelled dynamics, can severely compromise force fidelity.This paper proposes a backlash compensating active disturbance rejection controller (ADRC) for multi-input series elastic actuators. In addition to proper deflection control, a multiinput active disturbance rejection controller is derived and implemented experimentally to mitigate any unmodelled nonlinearities or perturbations to the plant model. The controller is experimentally validated on a hybrid motor-brake-clutch series elastic actuator and the controller performance is compared against traditional error-based controllers. It is shown that the backlash compensated ADRC outperforms classical PID and ADRC methods and is a viable solution to positional measurement error in elastic actuators.",TOPIC
10.1109/ICRA40945.2020.9196802,R3T: Rapidly-exploring Random Reachable Set Tree for Optimal Kinodynamic Planning of Nonlinear Hybrid Systems,"We introduce R3T, a reachability-based variant of the rapidly-exploring random tree (RRT) algorithm that is suitable for (optimal) kinodynamic planning in nonlinear and hybrid systems. We developed tools to approximate reachable sets using polytopes and perform sampling-based planning with them. This method has a unique advantage in hybrid systems: different dynamic modes in the reachable set can be explicitly represented using multiple polytopes. We prove that under mild assumptions, R3T is probabilistically complete in kinodynamic systems, and asymptotically optimal through rewiring. Moreover, R3T provides a formal verification method for reachability analysis of nonlinear systems. The advantages of R3T are demonstrated with case studies on nonlinear, hybrid, and contact-rich robotic systems.",TOPIC
10.1109/ICRA40945.2020.9197274,Iterator-Based Temporal Logic Task Planning,"Temporal logic task planning for robotic systems suffers from state explosion when specifications involve large numbers of discrete locations. We provide a novel approach, particularly suited for task specifications with universally quantified locations, that has constant time with respect to the number of locations, enabling synthesis of plans for an arbitrary number of them. We propose a hybrid control framework that uses an iterator to manage the discretised workspace hiding it from a plan enacted by a discrete event controller. A downside of our approach is that it incurs in increased overhead when executing a synthesised plan. We demonstrate that the overhead is reasonable for missions of a fixed-wing Unmanned Aerial Vehicle in simulated and real scenarios for up to 700000 locations.",TOPIC
10.1109/ICRA40945.2020.9197409,Accurate Vision-based Manipulation through Contact Reasoning,"Planning contact interactions is one of the core challenges of many robotic tasks. Optimizing contact locations while taking dynamics into account is computationally costly and, in environments that are only partially observable, executing contact-based tasks often suffers from low accuracy. We present an approach that addresses these two challenges for the problem of vision-based manipulation. First, we propose to disentangle contact from motion optimization. Thereby, we improve planning efficiency by focusing computation on promising contact locations. Second, we use a hybrid approach for perception and state estimation that combines neural networks with a physically meaningful state representation. In simulation and real-world experiments on the task of planar pushing, we show that our method is more efficient and achieves a higher manipulation accuracy than previous vision-based approaches.",TOPIC
10.1109/ICRA40945.2020.9197465,DeepRacer: Autonomous Racing Platform for Experimentation with Sim2Real Reinforcement Learning,"DeepRacer is a platform for end-to-end experimentation with RL and can be used to systematically investigate the key challenges in developing intelligent control systems. Using the platform, we demonstrate how a 1/18th scale car can learn to drive autonomously using RL with a monocular camera. It is trained in simulation with no additional tuning in the physical world and demonstrates: 1) formulation and solution of a robust reinforcement learning algorithm, 2) narrowing the reality gap through joint perception and dynamics, 3) distributed on-demand compute architecture for training optimal policies, and 4) a robust evaluation method to identify when to stop training. It is the first successful large-scale deployment of deep reinforcement learning on a robotic control agent that uses only raw camera images as observations and a model-free learning method to perform robust path planning. We open source our code and video demo on GitHub2.",TOPIC
10.1109/ICRA40945.2020.9197525,Global/local motion planning based on Dynamic Trajectory Reconfiguration and Dynamical Systems for Autonomous Surgical Robots,"This paper addresses the generation of collision-free trajectories for the autonomous execution of assistive tasks in Robotic Minimally Invasive Surgery (R-MIS). The proposed approach takes into account geometric constraints related to the desired task, like for example the direction to approach the final target and the presence of moving obstacles. The developed motion planner is structured as a two-layer architecture: a global level computes smooth spline-based trajectories that are continuously updated using virtual potential fields; a local level, exploiting Dynamical Systems based obstacle avoidance, ensures collision free connections among the spline control points. The proposed architecture is validated in a realistic surgical scenario.",TOPIC
10.1109/ICRA46639.2022.9811566,ReDUCE: Reformulation of Mixed Integer Programs Using Data from Unsupervised Clusters for Learning Efficient Strategies,"Mixed integer convex and nonlinear programs, MICP and MINLP, are expressive but require long solving times. Recent work that combines learning methods on solver heuristics has shown potential to overcome this issue allowing for applications on larger scale practical problems. Gathering sufficient training data to employ these methods still present a challenge since getting data from traditional solvers are slow and newer learning approaches still require large amounts of data. In order to scale up and make these hybrid learning approaches more manageable we propose ReDUCE, a method that exploits structure within small to medium size datasets. We also introduce the bookshelf organization problem as an MINLP as a way to measure performance of solvers with ReDUCE. Results show that existing algorithms with ReDUCE can solve this problem within a few seconds, a significant improvement over the original formulation. ReDUCE is demonstrated as a high level planner for a robotic arm for the bookshelf problem.",TOPIC
10.1109/ICRA46639.2022.9811744,A Framework for Real-World Multi-Robot Systems Running Decentralized GNN-Based Policies,"Graph Neural Networks (GNNs) are a paradigm-shifting neural architecture to facilitate the learning of complex multi-agent behaviors. Recent work has demonstrated remarkable performance in tasks such as flocking, multi-agent path planning and cooperative coverage. However, the policies derived through GNN-based learning schemes have not yet been deployed to the real-world on physical multi-robot systems. In this work, we present the design of a system that allows for fully decentralized execution of GNN-based policies. We create a framework based on ROS2 and elaborate its details in this paper. We demonstrate our framework on a case-study that requires tight coordination between robots, and present first-of-a-kind results that show successful real-world deployment of GNN-based policies on a decentralized multi-robot system relying on Adhoc communication. A video demonstration of this case-study can be found online11youtube.com/watch?v=COh-WLn4i04.",TOPIC
10.1109/ICRA46639.2022.9811791,Patient-tailored Adaptive Control for Robot-aided Orthopaedic Rehabilitation,"Robot-aided rehabilitation is pushing forward novel robotic architectures to provide physical therapy. This paper presents a patient-tailored control architecture for upper-limb robot-aided orthopaedic rehabilitation capable of i) adapting the robot workspace on the basis of patient Range of Motion (RoM); ii) generating a tunnel, around the desired path to be followed by the patient, which guarantees spatial autonomy; iii) introducing a back-wall inside the tunnel sliding with variable speed on the basis of patient performance to ensure temporal autonomy; iv) rehabilitating to working gestures, thanks to a DMP-based trajectory planner, with the aim of favoring an effective translation of the patient's motor recovery results to the occupational sphere; v) ensuring a patient-tailored assistance also thanks to the evaluation of performance indicators. The designed system was validated demonstrating the adaptability of the system to orthopaedic patient motor imnrovements.",TOPIC
10.1109/ICRA46639.2022.9812086,Combining Planning and Learning of Behavior Trees for Robotic Assembly,"Industrial robots can solve tasks in controlled environments, but modern applications require robots able to operate also in unpredictable surroundings. An increasingly popular reactive policy architecture in robotics is Behavior Trees (BTs) but as other architectures, programming time drives cost and limits flexibility. The two main branches of algorithms to generate policies automatically, automated planning and machine learning, both have their own drawbacks and have not previously been combined for generation of BTs. We propose a method for creating BTs by combining these branches, inserting the result of an automated planner into the population of a Genetic Programming algorithm. Experiments confirm that the proposed method performs well on a variety of robotic assembly problems and outperforms the base methods used separately. We also show that this high level learning of Behavior Trees can be transferred to a real system without further training.",TOPIC
10.1109/ICRA48506.2021.9561209,Continuous Optimization-Based Task and Motion Planning with Signal Temporal Logic Specifications for Sequential Manipulation,"We propose a new optimization-based task and motion planning (TAMP) with signal temporal logic (STL) specifications for robotic sequential manipulation such as pick-and-place tasks. Given a high-level task specification, the TAMP problem is to plan a trajectory that satisfies the specification. This is, however, a challenging problem due to the difficulty of combining continuous motion planning and discrete task specifications. The optimization-based TAMP with temporal logic specifications is a promising method, but existing works use mixed integer problems (MIP) and do not scale well. To address this issue, in our approach, a new hybrid system model without discrete variables is introduced and combined with smooth approximation methods for STL. This allows the TAMP to be formulated as a nonlinear programming problem whose computational cost is significantly less than that of MIP. Furthermore, it is also possible to deal with nonlinear dynamics and geometric constraints represented by nonlinear functions. The effectiveness of the proposed method is demonstrated with both numerical experiments and a real robot.",TOPIC
10.1109/ICRA48506.2021.9561308,Two-stream 2D/3D Residual Networks for Learning Robot Manipulations from Human Demonstration Videos,"Learning manipulation skills from observing human demonstration videos is a promising aspect for intelligent robotic systems. Recent advances in video to command provide an end-to-end approach to translate a video into robot plans. However, the general video captioning methods focus more on the understanding of the full frame, while they lack the consideration of the spatio-temporal features in videos. In this paper, we proposed the two-stream 2D/3D residual networks for robots to learn manipulation tasks from human demonstration videos. We integrate spatial features with 2D residual network and temporal features with 3D residual network as inputs for RNN layers. An encoder-decoder architecture is then used to encode the spatio-temporal features and sequentially generate the command words. Experimental results on an extended manipulation dataset show that our approach outperforms the state-of-the-art methods. Real-world experiments results on a Baxter robotic arm indicate that our method could produce more accurate commands from video demonstrations.",TOPIC
10.1109/ICRA48506.2021.9561391,"Learning to Rearrange Deformable Cables, Fabrics, and Bags with Goal-Conditioned Transporter Networks","Rearranging and manipulating deformable objects such as cables, fabrics, and bags is a long-standing challenge in robotic manipulation. The complex dynamics and high-dimensional configuration spaces of deformables, compared to rigid objects, make manipulation difficult not only for multi-step planning, but even for goal specification. Goals cannot be as easily specified as rigid object poses, and may involve complex relative spatial relations such as ""place the item inside the bag"". In this work, we develop a suite of simulated benchmarks with 1D, 2D, and 3D deformable structures, including tasks that involve image-based goal-conditioning and multi-step deformable manipulation. We propose embedding goal-conditioning into Transporter Networks, a recently proposed model architecture for learning robotic manipulation that rearranges deep features to infer displacements that can represent pick and place actions. We demonstrate that goal-conditioned Transporter Networks enable agents to manipulate deformable structures into flexibly specified configurations without test-time visual anchors for target locations. We also significantly extend prior results using Transporter Networks for manipulating deformable objects by testing on tasks with 2D and 3D deformables. Supplementary material is available at https://berkeleyautomation.github.io/bags/.",TOPIC
10.1109/ICRA48506.2021.9561556,Trajectory Optimization for Manipulation of Deformable Objects: Assembly of Belt Drive Units,"This paper presents a novel trajectory optimization formulation to solve the robotic assembly of the belt drive unit. Robotic manipulations involving contacts and deformable objects are challenging in both dynamic modeling and trajectory planning. For modeling, variations in the belt tension and contact forces between the belt and the pulley could dramatically change the system dynamics. For trajectory planning, it is computationally expensive to plan trajectories for such hybrid dynamical systems as it usually requires planning for discrete modes separately. In this work, we formulate the belt drive unit assembly task as a trajectory optimization problem with complementarity constraints to avoid explicitly imposing contact mode sequences. The problem is solved as a mathematical program with complementarity constraints (MPCC) to obtain feasible and efficient assembly trajectories. We validate the proposed method both in simulations with a physics engine and in real-world experiments with a robotic manipulator.",TOPIC
10.1109/ICRA48506.2021.9561786,Robotic Guide Dog: Leading a Human with Leash-Guided Hybrid Physical Interaction,An autonomous robot that is able to physically guide humans through narrow and cluttered spaces could be a big boon to the visually-impaired. Most prior robotic guiding systems are based on wheeled platforms with large bases with actuated rigid guiding canes. The large bases and the actuated arms limit these prior approaches from operating in narrow and cluttered environments. We propose a method that introduces a quadrupedal robot with a leash to enable the robot-guidinghuman system to change its intrinsic dimension (by letting the leash go slack) in order to fit into narrow spaces. We propose a hybrid physical Human Robot Interaction model that involves leash tension to describe the dynamical relationship in the robot-guiding-human system. This hybrid model is utilized in a mixed-integer programming problem to develop a reactive planner that is able to utilize slack-taut switching to guide a blind-folded person to safely travel in a confined space. The proposed leash-guided robot framework is deployed on a Mini Cheetah quadrupedal robot and validated in experiments (Video 1),TOPIC
10.1109/ICRA48506.2021.9561848,Efficient and Robust Orientation Estimation of Strawberries for Fruit Picking Applications,"Recent developments in agriculture have high-lighted the potential of as well as the need for the use of robotics. Various processes in this field can benefit from the proper use of state of the art technology [1], in terms of efficiency as well as quality. One of these areas is the harvesting of ripe fruit.In order to be able to automate this process, a robotic harvester needs to be aware of the full poses of the crop/fruit to be collected in order to perform proper path- and collision-planning. The current state of the art mainly considers problems of detection and segmentation of fruit with localisation limited to the 3D position only. The reliable and real-time estimation of the respective orientations remains a mostly unaddressed problem.In this paper, we present a compact and efficient network architecture for estimating the orientation of soft fruit such as strawberries from colour and, optionally, depth images. The proposed system can be automatically trained in a realistic simulation environment. We evaluate the system’s performance on simulated datasets and validate its operation on publicly available images of strawberries to demonstrate its practical use. Depending on the amount of training data used, coverage of state space, as well as the availability of RGB-D or RGB data only, mean errors of as low as 11° could be achieved.",TOPIC
10.1109/ICRA48506.2021.9561968,Robust High-Transparency Haptic Exploration for Dexterous Telemanipulation,"Robotic teleoperation provides human-in-the-loop capabilities of complex manipulation tasks in dangerous or remote environments, such as for planetary exploration or nuclear decommissioning. This work proposes a novel telemanipulation architecture using a passive Fractal Impedance Controller (FIC), which does not depend upon an active viscous component for guaranteeing stability. Compared to a traditional impedance controller in ideal conditions (no delays and maximum communication bandwidth), our proposed method yields higher transparency in interaction and demonstrates superior dexterity and capability in our telemanipulation test scenarios. We also validate its performance with extreme delays up to 1 s and communication bandwidths as low as 10 Hz. All results validate a consistent stability when using the proposed controller in challenging conditions, regardless of operator expertise.",TOPIC
10.1109/ICRA48891.2023.10160632,KubeROS: A Unified Platform for Automated and Scalable Deployment of ROS2-based Multi-Robot Applications,"As advanced algorithms enable robots to handle more challenging tasks and operate more autonomously, the on-board computer cannot meet the increased demands regarding computing power and memory storage in an efficient way. Leveraging the massive computing power of the cloud and low-latency connectivity to the edge can compensate for this lack of computing resources. However, this introduces a new challenge related to the deployment of complex robotic software across multiple devices, especially in a large-scale system. This paper presents KubeROS, a unified and fully managed platform for automated deployment of robotic applications developed on top of Robot Operating System 2 (ROS2), in a hybrid computing infrastructure with robots, edge and cloud. KubeROS uses Kubernetes from Cloud Native Computing as its underlying software orchestration framework. It aims to help researchers and developers with no prior cloud computing knowledge deploy their ROS2-based robotic applications at any scale. KubeROS eliminates the need for system configuration and network setup. We demonstrate the applicability of KubeROS by deploying a fleet of simulated mobile manipulators in a clas-sical pick-and-place application. The experiments demonstrate the effects of different deployment strategies for vision-based motion planning under different fleet sizes and workloads. In addition, KubeROS improves task performance by using high-performance computing at the edge and in the cloud, and achieves high resource efficiency when using the shared deployment strategy.",TOPIC
