DOI,Source title,Abstract,REASON
10.1049/blc2.12041,IET Blockchain,"In a networked microgrid system (NMS), various heterogeneous microgrids are interconnected. A networked microgrid system facilitates a new kind of physical design that provides numerous advantages such as distributed economic optimization, reliability, resiliency, and focusing on distributed generations and customers. Designing the secure and privacy-protected smart power contract between electricity suppliers and consumers, considered as agents, of different microgrids, is a challenging task in the networked- microgrid system. Each microgrid implements a heterogeneous or isomorphic blockchain based platform. The blockchain interoperability, inherently, presents in different blockchains implemented by various microgrids. This paper reviews the interoperability issues and smart contract designs in blockchain-based systems and proposes new mechanisms to cater blockchain interoperability challenges to facilitate the design of secure and seamless smart contracts among different blockchains of microgrids. A network hub of heterogeneous blockchains of network microgrids has been proposed. A methodology has been developed to transfer tokens between interoperable blockchains. A distributed identity-based microgrid (DIBM) scheme is incorporated to make the networked microgrid system secure and trustworthy. This paper suggests an effective consensus protocol for cross-chain architecture that improves the tokenization system and smart power contract designs. Asynchronous blockchain based federated learning for peer-to-peer smart power exchange has been implemented in learning process of interoperable and heterogeneous blockchain based network hub of microgrid. For simulation purposes, MATLAB and python programming have been used with real-time data of microgrids. © 2024 Elsevier B.V., All rights reserved.",TOPIC
10.1049/iet-cvi.2019.0546,IET Computer Vision,"Predicting distant future trajectories of agents in a dynamic scene is challenging because the future trajectory of an agent is affected not only by their past trajectory but also the scene contexts. To tackle this problem, the authors propose a model based on recurrent neural networks, and a novel method for training this model. The proposed model is based on an encoder-decoder architecture where the encoder encodes inputs (past trajectory and scene context information), while the decoder produces a future trajectory from the context vector given by the encoder. To make the proposed model better utilise the scene context information, the authors let the encoder predict the positions in the past trajectory and a reward function evaluate the positions along with the scene context information generated by the positions. The reward function, which is simultaneously trained with the proposed model, plays the role of a regulariser for the model during the simultaneous training. The authors evaluate the proposed model on several public benchmark datasets. The experimental results show that the prediction performance of the proposed model is greatly improved by the proposed regularisation method, which outperforms the-state-of-the-art models in terms of accuracy. © 2020 Elsevier B.V., All rights reserved.",TOPIC
10.1049/itr2.12201,IET Intelligent Transport Systems,"In the application of deep learning to realize intelligent train operation, there are some problems, such as the single learning task. Especially when using the gradient descent approach to optimize the structure, weight and threshold of a deep network, it is easy in this task to fall into a local optimum. This leads to excessive reliance on manual tuning experience. Aiming at the above issues, this paper proposes a new approach of train manipulation and prediction based on a long short-term memory (LSTM) deep network. From the perspective of automatic hyper-parameter optimization, the gradient-free intelligent search method is principally chosen to optimize the architecture and parameters of a LSTM deep network, so as to improve the manipulation accuracy based on learning from excellent drivers. This method first selects excellent driver data through the Pareto dominance principle and crowding distance calculation; on this basis, a step-by-step method is used to optimize the structure, weight and threshold of the LSTM network. Particularly, in the first step, we adopt a genetic algorithm to search for the optimal deep network structure, which overcomes the problem that the structure is difficult to determine. In the second step, we optimize the parameters of the deep network, a process that is divided into two stages of ‘rough learning’ and ‘precise learning’. In the ‘rough learning’ stage, we use the multi-population chained multi-agent (MPCMA) algorithm to preliminarily optimize the LSTM network parameters. In the ‘precise learning’ stage, the Adam algorithm is applied to further finely optimize the network parameters. Finally, through simulation experiments, it is verified that the proposed method improves the accuracy of train manipulation and prediction, and shows strong robustness in situations of multiple manipulation sequences and different temporary speed limits. © 2022 Elsevier B.V., All rights reserved.",TOPIC
10.1049/itr2.12207,IET Intelligent Transport Systems,"Predicting the future behaviour of neighbouring agents is crucial for autonomous driving. This task is challenging, largely because of the diverse unobservable intent of each agent which is further complicated by the complex interaction possibilities between them. The authors propose a multi-future Transformer framework that implicitly models the multi-modal joint distribution by capturing the diverse interaction modes of the scene. To this end, a parallel interaction module is constructed, whereby each interaction block learns the joint agent–agent and agent–map interactions for possible future evolution. The model can perform likelihood estimation from the perspective of both the joint distribution of the scene and marginal distribution of each agent. Combined with the proposed scene-level winner-take-all loss strategy complementary to the model architecture, the best performance is achieved for both target agent prediction and scene prediction tasks in a single model. To better utilise the scene context, comprehensive control experiments were conducted highlighting the importance of fine-grained scene representation with content-adaptive aggregation and late fusion of semantic attributes. The method, evaluated on the popular Argoverse forecasting dataset, outperformed previous methods while maintaining low model complexity. © 2022 Elsevier B.V., All rights reserved.",TOPIC
10.1049/itr2.70104,IET Intelligent Transport Systems,"Pedestrian crossing prediction, which involves anticipating whether a pedestrian will cross the street or not, is a crucial function in autonomous driving systems. This is also a safety requirement for the interaction of highly automated vehicles and pedestrians. The endeavours in this research domain heavily rely on processing videos captured by the frontal cameras of autonomous vehicles using advanced computer vision techniques and deep learning methods. While recent studies focus on the model architecture for crossing prediction by utilising pre-trained visual feature extractors, they often encounter challenges stemming from inaccurate input features such as pedestrian body pose and/or scene semantic information. In this study, we aim to enhance pose estimation and semantic segmentation algorithms by using synthetic data augmentation (SDA) and domain randomisation (DR) techniques. SDA allows for automatic annotations through predefined agents and objects in a simulated urban environment. However, it creates a domain gap between synthetic and real-world data. To tackle this, we introduce a DR technique to generate synthetic data mimicking various weather and ambient illumination conditions. We evaluated two training strategies on six algorithms for both pose estimation and semantic segmentation algorithms, and ultimately, we target four deep learning architectures for crossing prediction, including convolutional, recurrent, graph, and transformer neural networks. The proposed technique improves the extraction of pedestrian body pose and categorical semantic information, which in turn enhances the state-of-the-art. This results in effective feature selection as the input for the PIP task, improving prediction accuracy by 3.2%, 4.2%, and 6.3% to reach 87.6%, 92.2%, and 73.6% against the JAAD, PIE, and FU-PIP datasets, respectively. The study indicates that using a simulated environment with structural randomised properties can enhance the resilience of the pedestrian crossing prediction to variations in the input data. © 2025 Elsevier B.V., All rights reserved.",TOPIC
10.1057/jba.2008.26,Journal of Building Appraisal,"Lahore is the city of Mughal heritage in the true sense of the word. Grand buildings with a delicate touch of landscaping express the story of a splendid era of building construction. Some chapters of this monumental architecture have been torn or distorted by subsequent rulers and others are fading away due to the aggressiveness of the environment but still stand as a witness of Mughal grandeur. This paper describes the impact of aggressiveness of the environment on the gradual destruction of the three gems of Mughal architectural treasures: Lahore Fort, Jehangir's tomb and Shalimar Gardens. The main emphasis is on structural damages. Out of the three aforementioned sites, two, the Lahore Fort and Shalimar Gardens, were declared UNESCO World Heritage Sites in 1981, but this status is depleting swiftly due to the ill-planned rehabilitation works funded by UNESCO. This negligence in the refurbishment is aggravating the destruction by environmental agents and these buildings are still struggling with the fate keeping a hope of reappraisal of its past in the form of restoration. © 2008 PALGRAVE MACMILLAN 1742-8262. © 2011 Elsevier B.V., All rights reserved.",TOPIC
10.1063/5.0047641,APL Materials,"In our brain, information is exchanged among neurons in the form of spikes where both the space (which neuron fires) and time (when the neuron fires) contain relevant information. Every neuron is connected to other neurons by synapses, which are continuously created, updated, and stimulated to enable information processing and learning. Realizing the brain-like neuron/synapse network in silicon would enable artificial autonomous agents capable of learning, adaptation, and interaction with the environment. Toward this aim, the conventional microelectronic technology, which is based on complementary metal-oxide-semiconductor transistors and the von Neumann computing architecture, does not provide the desired energy efficiency and scaling potential. A generation of emerging memory devices, including resistive switching random access memory (RRAM) also known as the memristor, can offer a wealth of physics-enabled processing capabilities, including multiplication, integration, potentiation, depression, and time-decaying stimulation, which are suitable to recreate some of the fundamental phenomena of the human brain in silico. This work provides an overview about the status and the most recent updates on brain-inspired neuromorphic computing devices. After introducing the RRAM device technologies, we discuss the main computing functionalities of the human brain, including neuron integration and fire, dendritic filtering, and short- and long-term synaptic plasticity. For each of these processing functions, we discuss their proposed implementation in terms of materials, device structure, and brain-like characteristics. The rich device physics, the nano-scale integration, the tolerance to stochastic variations, and the ability to process information in situ make the emerging memory devices a promising technology for future brain-like hardware intelligence. © 2021 Elsevier B.V., All rights reserved.",TOPIC
10.1063/5.0077432,Biomicrofluidics,"Mechanical properties of cells are important features that are tightly regulated and are dictated by various pathologies. Deformability cytometry allows for the characterization of the mechanical properties at a rate of hundreds of cells per second, opening the way to differentiating cells via mechanotyping. A remaining challenge for detecting and classifying rare sub-populations is the creation of a combined experimental and analysis protocol that approaches the maximum potential classification accuracy for single cells. In order to find this maximum accuracy, we designed a microfluidic channel that subjects each cell to repeated deformations and relaxations and provides a comprehensive set of mechanotyping parameters. We track the shape dynamics of individual cells with high time resolution and apply sequence-based deep learning models for feature extraction. In order to create a dataset based solely on differing mechanical properties, a model system was created with treated and untreated HL60 cells. Treated cells were exposed to chemical agents that perturb either the actin or microtubule networks. Multiple recurrent and convolutional neural network architectures were trained using time sequences of cell shapes and were found to achieve high classification accuracy based on cytoskeletal properties alone. The best model classified two of the sub-populations of HL60 cells with an accuracy over 90%, significantly higher than the 75% we achieved with traditional methods. This increase in accuracy corresponds to a fivefold increase in potential enrichment of a sample for a target population. This work establishes the application of sequence-based deep learning models to dynamic deformability cytometry. © 2022 Elsevier B.V., All rights reserved.",TOPIC
10.1080/08839514.2022.2094446,Applied Artificial Intelligence,"This study aimed to develop a novel deep learning model for reliable quantification of dentinal tubule occlusions instead of manual assessment techniques, and the performance of the model was compared to other methods in the literature. Ninety-six dentin samples were cut and prepared with desensitizing agents to occlude dentinal tubules on different levels. After obtaining images via scanning electron microscope (SEM), 2793 single dentinal tubule images with 48 × 48 resolution were segmented and labeled. Data augmentation techniques were applied for improvement in the learning rate. The augmented data having a total of 10700 images belonging to five classes were used as the network training dataset. The proposed convolutional neural network (CNN) is a class of deep learning model and was able to classify the degree of dentinal tubule occlusions into five classes with an overall accuracy rate of 90.24%. This paper primarily focuses on developing a CNN architecture for detecting the level of dentin tubule occlusions imaged by SEM. The results showed that the proposed CNN architecture is an immensely successful alternative and allowed for objective and automatic classification of segmented dentinal tubule images. © 2024 Elsevier B.V., All rights reserved.",TOPIC
10.1080/10408398.2024.2437573,Critical Reviews in Food Science and Nutrition,"Pectin, a complex dietary fiber, constitutes a key structural component of the cell walls of numerous edible plant products. It is resistant to digestion by human enzymes and undergoes depolymerization and saccharification in the gastrointestinal tract through the action of carbohydrate-active enzymes (CAZymes) produced by gut microbiota. This enzymatic breakdown generates intermediate structural fragments, which are subsequently converted into pectin oligosaccharides (POS) and monosaccharides. POS exhibit prebiotic properties and have demonstrated potential health benefits, including anti-carcinogenic effects, mucoadhesive capabilities, and the promotion of beneficial gut bacterial growth. However, the current understanding of the molecular structure of pectin and its degradation dynamics remains fragmented within the literature, impeding progress in dietary fiber intervention research and the development of personalized nutrition approaches. This review aims to provide a comprehensive overview of the structural features of pectin and the intricate breakdown mechanisms orchestrated by CAZymes. It underscores the complex architecture of pectin that influences its breakdown dynamics and specifies the enzymatic requirements for the cleavage of its diverse structural components. These insights complement our accompanying review on the structure-function relationships between pectin and the human gut microbiota, previously published in this journal. © 2025 Elsevier B.V., All rights reserved.",TOPIC
10.1080/13467581.2022.2145205,Journal of Asian Architecture and Building Engineering,"Industrial dwelling construction (IDC) combines offsite and onsite construction methods. The current work proposes a multiple-criteria decision-making assistant system (DMAS) approach for evaluating home buildings, selecting decision agents, and determining acceptable IDC types and characteristics for large-scale housing enhancement. Using the analytical hierarchy process (AHP), a multicriteria DMAS was planned. Literature reviews and expert interviews were used to assess thirty decision agents. To validate the procedure, five IDCs were analyzed as case studies. Thirty professionals analyzed decision agents' and housing systems' priority vectors using questionnaires. Three decision agents were identified: (1) user needs, (2) the building industry, and (3) the supply chain. Consequently, Prefabricated Reinforced Concrete Slab, Beam, and Column Blocks (PRCSBCB) and Light Steel Frame Wall Panels (LSFWP) can be used to construct suitable dwellings. These construction options are low-cost, lightweight, and easy to install. They also use inexperienced local workers. Results showed the method's potential and usefulness with so many choices and decision agents. This research examines knowledge and skill gaps in Iran's IDC and encounters a shortage of IDC specialists and mass-construction variants. The study identifies key decision-agents and housing options for quick, appropriate, and cost-efficient mass housing and helps professionals, entrepreneurs, and decision-makers make better decisions. © 2023 Elsevier B.V., All rights reserved.",TOPIC
10.1080/16168658.2021.1978803,Distributed Probabilistic Fuzzy Rule Mining for Clinical Decision Making,"INTRODUCTION: With the growing size, complexity, and distributivity of databases, efficiency and scalability have become highly desirable attributes of data mining algorithms in decision support systems. OBJECTIVES: This study aims for a computational framework for clinical decision support systems that can handle inconsistent dataset while also being interpretable and scalable. METHODS: This paper proposes a Distributed Probabilistic Fuzzy Rule Mining (DPFRM) algorithm that extracts probabilistic fuzzy rules from numerical data using a self-organizing multi-agent approach. This agent-based method provides better scalability and fewer rules through agent interactions and rule-sharing. RESULTS: The performance of the proposed approach is investigated on several UCI medical datasets. The DPFRM is also used for predicting the mortality rate of burn patients. Statistical analysis confirms that the DPFRM significantly improves burn mortality prediction by at least 3%. Also, the training time is improved by 17% if implemented by a parallel computer. However, this speedup decreases with increased distributivity, due to the added communication overhead. CONCLUSION: The proposed approach can improve the accuracy of decision making by better handling of inconsistencies within the datasets. Furthermore, noise sensitivity analysis demonstrates that the DPFRM deteriorates more robustly as the noise levels increase.",TOPIC
10.1080/16583655.2019.1595358,Journal of Taibah University for Science,"Background: Prostate cancer has become the most common cancer among African–American men and the second leading cause of cancer death in men worldwide. Many anti-malignant agents have been isolated from different plant species with minimal or no side effects thus it holds future promise as a resort as cancer biotherapeutics when compared with other treatment methods including synthetic drugs. Aim: This current investigation was aimed at evaluating the anti-proliferative efficacy of the ethanolic extract of Annonamuricata leaf on annexin 7 gene of malignant prostatic hyperplasia induced male wistar rats. Materials and Methods: Sub-chronic daily oral gavage exposure of the test substances to experimental animals lasted for a period of 28 days. Monosodium glutamate and L-arginine (90:22.5 mg/kg/b.wt) with purity 98% were administered concomitantly to the male wistar rats in various treatment groups. A total of 25 male wistar rats of about 6 weeks old weighing between 250–282 grams were used for this investigation. Quantitative and qualitative phytochemicals screening of ethanolic extract of Annona muricata leaf were also carried out. Hematoxylin and eosin staining were used in the histological assay of the prostate tissues. The prostate specific antigen (PSA) values were determined using standard protocol and polymerase chain reaction (PCR) was used to amplify annexin-7 gene. 1.5% agarose gel was used to separate the amplicons into bands of varying patterns. Result: Qualitative analysis demonstrated the presence of alkaloids, Saponins, flavonoids, tannins, cardiac glycoside, reducing sugar, phenol and triterpenes. Quantitative screening of the extract unveiled that alkaloid was present in the highest amount while Cardiac glycosides had the least concentration. The prostate histological assessment revealed a dose-dependent disruption in normal prostate tissue architecture. There was statistically significant difference P ≤ 0.05 in the body weight and prostate specific antigen (PSA) values of the male wistar rats in the experimental groups during the period of this investigation. The varying amplicon band patterns obtained from the treatment groups indicates possible MSG and L-ARG induced mutation in annexin 7 gene. The DNA amplicon bands observed in the positive control without treatments had some degree of similarity with bands obtained from the amplicons in the various treatment groups that were administered with both carcinogens and ethanolic leaf extract while thin bands were observed for the negative control group that was administered with carcinogens alone. Conclusion: This investigation has demonstrated that ethanolic extract of A. muricata leaf could be used as a potent ethno-chemopreventive agent against L-arginine and monosodium glutamate induced malignant prostatic hyperplasia in male wistar rats. © 2022 Elsevier B.V., All rights reserved.",TOPIC
10.1080/21691401.2025.2494796,"Artificial Cells, Nanomedicine and Biotechnology","Toxoplasma gondii, a protozoan parasite found in water sources, causes toxoplasmosis, with no current protocols for inactivating its oocysts in water. Staphylococcus aureus, a significant bacterial pathogen, is known for causing various illnesses, including skin infections and biofilm-related diseases. This study investigated the antibacterial and antiparasitic properties of Ipomoea palmata leaf extract, rich in phenolics, against T. gondii tachyzoites and S. aureus. I. palmata extract significantly reduced tachyzoites count in peritoneal fluids and liver smears of infected mice with alleviation of toxoplasmosis-induced hepatitis. SEM showed surface irregularities in tachyzoites from treated groups. The extract demonstrated antibacterial action against S. aureus with a minimum inhibitory concentration of 128 to 512 µg/mL, reduced biofilm formation from 69.23% to 15.38% of tested isolates, and downregulated biofilm genes (cna, fnbA, and ica) in 53.85% of isolates. Treatment with I. palmata extract improved liver architecture, reduced inflammation, and eliminated blood vessel congestion. The main phenolic acids identified by HPLC/UV analysis were chlorogenic acid, gallic acid, ellagic acid, and methyl gallate, while the predominant flavonoids were apigenin, quercetin, and naringenin. These findings highlight the potential of I. palmata extract as a natural antimicrobial and antiparasitic agent, warranting further research to isolate and evaluate its active compounds. © 2025 Elsevier B.V., All rights reserved.",TOPIC
10.1080/24751839.2020.1833137,Journal of Information and Telecommunication,"The manual tuning of controller parameters, for example, tuning proportional integral derivative (PID) gains often relies on tedious human engineering. To curb the aforementioned problem, we propose an artificial intelligence-based deep reinforcement learning (RL) PID controller (three variants) compared with genetic algorithm-based PID (GA-PID) and classical PID; a total of five controllers were simulated for controlling and trajectory tracking of the ball dynamics in a linearized ball-and-plate ((Formula presented.)) system. For the experiments, we trained novel variants of deep RL-PID built from a customized deep deterministic policy gradient (DDPG) agent (by modifying the neural network architecture), resulting in two new RL agents (DDPG-FC-350-R-PID & DDPG-FC-350-E-PID). Each of the agents interacts with the environment through a policy and a learning algorithm to produce a set of actions (optimal PID gains). Additionally, we evaluated the five controllers to assess which method provides the best performance metrics in the context of the minimum index in predictive errors, steady-state-error, peak overshoot, and time-responses. The results show that our proposed architecture (DDPG-FC-350-E-PID) yielded the best performance and surpasses all other approaches on most of the evaluation metric indices. Furthermore, an appropriate training of an artificial intelligence-based controller can aid to obtain the best path tracking. © 2021 Elsevier B.V., All rights reserved.",TOPIC
10.1088/0964-1726/25/10/10LT02,Smart Materials and Structures,"The programmable sequential actuation of two-dimensional hydrogel membranes into three-dimensional folded architectures has been achieved by combining ionoprinting and redox chemistry; this methodology permits the programmed evolution of complex architectures triggered through localized out-of-plane deformations. In our study we describe a soft actuator which utilizes ionoprinting of iron and vanadium, with the selective reduction of iron through a mild reducing agent, to achieve chemically controlled sequential folding. Through the optimization of solvent polarity and ionoprinting variables (voltage, duration and anode composition), we have shown how the actuation pathways, rate-of-movement and magnitude of angular rotation can be controlled for the design of a 4D sequential actuator. © 2018 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1361-6528/aae81c,Nanotechnology,"Spiking neural networks (SNNs) employing memristive synapses are capable of life-long online learning. Because of their ability to process and classify large amounts of data in real-time using compact and low-power electronic systems, they promise a substantial technology breakthrough. However, the critical issue that memristor-based SNNs have to face is the fundamental limitation in their memory capacity due to finite resolution of the synaptic elements, which leads to the replacement of old memories with new ones and to a finite memory lifetime. In this study we demonstrate that the nonlinear conductance dynamics of memristive devices can be exploited to improve the memory lifetime of a network. The network is simulated on the basis of a spiking neuron model of mixed-signal digital-analogue sub-threshold neuromorphic CMOS circuits, and on memristive synapse models derived from the experimental nonlinear conductance dynamics of resistive memory devices when stimulated by trains of identical pulses. The network learning circuits implement a spike-based plasticity rule compatible with both spike-timing and rate-based learning rules. In order to get an insight on the memory lifetime of the network, we analyse the learning dynamics in the context of a classical benchmark of neural network learning, that is hand-written digit classification. In the proposed architecture, the memory lifetime and the performance of the network are improved for memristive synapses with nonlinear dynamics with respect to linear synapses with similar resolution. These results demonstrate the importance of following holistic approaches that combine the study of theoretical learning models with the development of neuromorphic CMOS SNNs with memristive devices used to implement life-long on-chip learning. © 2018 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1757-899X/245/3/032049,IOP Conference Series: Materials Science and Engineering,"The paper presents the influence of the ageing on viscoelastic properties of the bitumen at road pavement operating temperatures. The ageing process of bituminous binders causes changes in physical and mechanical properties of the bitumen. This phenomenon takes place in all stages of bituminous mixtures manufacturing, namely: mixing, storage, transport, placing. Nevertheless, during the service life it occurs the increase in stiffness of asphalt binder that is caused by the physical hardening of bitumen as well as the influence of oxidation. Therefore, it is important to identify the binder properties at a high and low operating temperatures of asphalt pavement after simulation of an ageing process. In the experiment as a reference bitumen, the polymer modified bitumen PMB 45/80-65 was used. The liquid surface active agent FA (fatty amine) was used as a bitumen viscosity-reducing modifier. It was added in the amount of 0,2%, 0,4% and 0,6% by the bitumen mass. All binder properties have been determined before ageing (NEAT) and after long-term ageing simulated by the Pressure Ageing Vessel method (PAV). To determine the binder properties at high temperatures the dynamic viscosity at 60°C was tested. On the basis of test results coming from the dynamic viscosity test it was calculated the binder hardening index. The properties at a low temperature were determined by measuring the creep modulus using Bending Beam Rheometer (BBR) at four temperatures: -10°C, -16°C, -22°C and -28°C. The stiffness creep modulus ""S"" and parameter ""m"" were determined. On the basis of dynamic viscosity test it was found that the ageing process caused a slight decrease in a dynamic viscosity. The level of a hardening index considerably increased at 0.6% fatty amine content. The long-term ageing process had a minor effect on stiffening of a polymer modified bitumen with FA additive regardless of a low temperature and an amount of fatty amine content. © 2017 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1757-899X/245/5/052004,IOP Conference Series: Materials Science and Engineering,"Recently, an expanded understanding of building performance acknowledges that all forces acting on buildings (climate, energies, information, and human agents) are not static and fixed, but rather mutable and transient. With the use of parametric and multi-criteria optimization digital tools, buildings' envelopes can be designed to respond to various requirements. This paper explores the possibilities of architectural design to benefit human conditions, which encompasses mental well-being, environmental quality of life during the Climate Change era. The first part of the paper defines the main factors (such as: lack of green nature and sunlight, noise and pollution) which are influencing the formation of psychological disorder in big cities. The negative impact of these factors is constantly increasing in the time of Climate Change progressing. The second part presents results of the research program undertaken at West Pomeranian University of Technology in Szczecin by author. The program goes on to attempt to solve the problem through architectural design. This study highlights a social problem, such as mental well-being, resulting from urbanization or effects of the climate change, and serves as a useful background for further research on the possibilities of redefining sustainable and human friendly design. © 2017 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1757-899X/245/5/052086,IOP Conference Series: Materials Science and Engineering,"This article discusses the use of information and communication technologies (ICT) at the local level of governance in the field of urban planning. It is based on a literature review, in order to define a set of considerations about their use in the urban context and the challenges ahead on this domain. As a starting point, there is the need of rethinking the local governance through the use of ICT related to cities, focused on the modernization of the processes associated with urban planning. Nowadays, in several societies the paradigm about cities if shifting, from an expansionist way of acting towards a regeneration and rehabilitation approach. In the case of Portugal, the local authorities; the municipalities; are the main responsible for the coordination, and integration of policies with territorial impacts. However, these policies are generally onerous and inefficient, triggering communication and information failures in between local administration and citizens. In this sense, governance should support the decision-making process related to cities' policies, engaging citizens and socio-economic agents. As the main result in this scenario, the use of ICT demonstrates the ability to play an important role in urban planning, by contributing as a simplifying tool, regarding the information and knowledge sharing, gathering local authorities, citizens and socio-economic agents. On the one hand, they promote the reduction of inefficiencies associated to the urban planning process. On the other hand, they boost the development of networks, and consequently the social and territorial cohesion. In summary, the use of ICT infrastructures works as a glue allowing the integration of several intelligence elements of the city, and operating as their base platform. Finally, the literature has revealed that the use of ICT in urban planning should be seen as a means to a wider social goal, and not as an end by itself. With the use of ICT, urban planning authorities are more likely to be aware of the city features in their multiple aspects, being able to define and monitoring the public policies, suitable to each situation, reinforcing the democracy and transparency of local governance. © 2017 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1757-899X/471/3/032047,IOP Conference Series: Materials Science and Engineering,"The mechanism and conditions of surface modification of wood by phosphorous-containing and siliceous organic compounds have been studied. Wood has the ability to absorb moisture from the air, and the moisture content of wood produces a significant effect on the physical and mechanical properties of wood. Traditional water-repellent agents of lignocellulosic materials are Organic Silicon Compounds (OSC). Our research is aimed at developing a ""soft"" silylation technology, in which the degree of chemical modification is negligible, and the content of chemically bound Si amounts to ∼ 1%. As silylating agents, alkylhydride siloxanes, alkoxysilanes were used. From alkylhydride siloxanes, polyethylhydride siloxane (PEHS) and polymethylhydride siloxane (PMS) with different n-polymerization degrees were used. Activating hydrophilic additives were ammonium fluoride, potassium fluoride and titanates. The treatment of wood with salts, with the subsequent treatment with OSCs facilitated the penetration of OSCs into the wood while the processes of ""soft"" silylation proceeded. ""Soft"" silylation of wood with polyalkylhydride siloxanes proceeds in the presence of catalyst additives, the degree of silylation is low and depends on the nature of the additives. The dependence of distribution of OSCs in the wood on the nature of the additives is evidenced by the method of scanning electron microscopy. Phosphorous-containing organic compounds (FOC) have a high penetrating ability, while completely filling the intercellular structure of the wood. With the sequential impregnation of the wood with FOCs and OSCs, organic silicon compounds enter the intercellular space of the wood, with dense spongy OSC deposits, which in some places completely fill the internal cavities of cellular tubes of the wood. As FOC, for example, a 40% solution of trichloroethylphosphate (TCEP) was used. Decaying of wood over time starts from the surface, since there are no diffusive limitations in the sorption process. Surface modification of wood can increase its durability due to increased biological stability and hydrophobic behaviour, which will ensure a long-lasting protection. Long-lasting protection is due to the formation of covalent bonds of wood (cellulose) with a modifier. Wood samples after surface ""soft"" modification with FOCs and OSCs were tested for hydrophobic behaviour and biological stability. The samples were tested in the climate chamber with irrigation of the samples with water in a mode of -30°C to +40°C. To determine the hydrophobic behaviour, the limiting wetting angle was determined. The biological stability was determined by the growth of testing cultures of the fungi Aspergillus, Penicillium, Trihoderma and some others according to GOST 9.048-89. The amount of the data obtained allows to make a conclusion about the nondurable decrease in water absorption capacity during surface modification of wood with OSCs. Long-lasting biological and water resistance is achieved only in cases when surface application of OSCs is carried out on the pre-phosphorylated wood. Phosphorylation thus leads to the formation of covalent bonds. The compounds developed were successfully used for 10-15 years to preserve the monuments both of wooden architecture and the buildings and structures made of stone, bricks, and concrete. © 2019 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1757-899X/603/5/052097,IOP Conference Series: Materials Science and Engineering,"Achieving suitable and comfortable indoor environmental quality comfort via innovative, sustainable, energy efficient approaches is a contemporary research aim world-wide. The indoor space and its perception are influenced by three basic components: The surrounding factors (temperature, noise, odor, noise and lighting), the structural factors (architecture, color, materials, pattern, and structure) and the social factors (occupants). The relationship between IEQ and wellbeing is complicated. A range of indoor factors such as thermal, visual, acoustic, and chemical can impact the wellbeing, performance and health of the occupants. Colors are an interesting and well-studied psychological phenomenon. Colors, combinations, saturation and shades are the focus of advertising creators, interior designers and exteriors, architects, psychologists and many others. Specific colors and patterns have a direct influence on health, emotions, behavior, and performance of building users. Color is one of the basic properties of objects and environments. Colors have a great impact on our perception and evaluation. For example, it is proven that long-term stay in a deeply painted room is very nervous on the nervous system or that red and yellow tend to be seen as warning signals. A color's hue is determined by its wavelength [nm]. Long wavelengths are associated with warm colors, with red (∼ 625-800 nm) being most extreme followed by orange (∼ 590-625 nm). Short wavelengths are associated with cold colors, with violet (∼ 430-500 nm] being most extreme followed by blue (∼ 430-500 nm). In this study, the impact of indoor coloŕs use and indoor environmental quality is examined. The focus of this contribution is to establish a link between the color as IEQ parameter and health and well-being of occupants. © 2019 Elsevier B.V., All rights reserved.",TOPIC
10.1088/1758-5090/ad38df,Biofabrication,"High-throughput drug screening is crucial for advancing healthcare through drug discovery. However, a significant limitation arises from available in vitro models using conventional 2D cell culture, which lack the proper phenotypes and architectures observed in three-dimensional (3D) tissues. Recent advancements in stem cell biology have facilitated the generation of organoids—3D tissue constructs that mimic human organs in vitro. Kidney organoids, derived from human pluripotent stem cells, represent a significant breakthrough in disease representation. They encompass major kidney cell types organized within distinct nephron segments, surrounded by stroma and endothelial cells. This tissue allows for the assessment of structural alterations such as nephron loss, a characteristic of chronic kidney disease. Despite these advantages, the complexity of 3D structures has hindered the use of organoids for large-scale drug screening, and the drug screening pipelines utilizing these complex in vitro models remain to be established for high-throughput screening. In this study, we address the technical limitations of kidney organoids through fully automated 3D imaging, aided by a machine-learning approach for automatic profiling of nephron segment-specific epithelial morphometry. Kidney organoids were exposed to the nephrotoxic agent cisplatin to model severe acute kidney injury. An U.S. Food and Drug Administration (FDA)-approved drug library was tested for therapeutic and nephrotoxicity screening. The fully automated pipeline of 3D image acquisition and analysis identified nephrotoxic or therapeutic drugs during cisplatin chemotherapy. The nephrotoxic potential of these drugs aligned with previous in vivo and human reports. Additionally, Imatinib, a tyrosine kinase inhibitor used in hematological malignancies, was identified as a potential preventive therapy for cisplatin-induced kidney injury. Our proof-of-concept report demonstrates that the automated screening process, using 3D morphometric assays with kidney organoids, enables high-throughput screening for nephrotoxicity and therapeutic assessment in 3D tissue constructs. © 2024 Elsevier B.V., All rights reserved.",TOPIC
