DOI,Source title,Abstract,REASON
10.1016/j.jmsy.2022.10.019,Journal of Manufacturing Systems,"Nowadays, production planning and control must cope with mass customization, increased fluctuations in demand, and high competition pressures. Despite prevailing market risks, planning accuracy and increased adaptability in the event of disruptions or failures must be ensured, while simultaneously optimizing key process indicators. To manage that complex task, neural networks that can process large quantities of high-dimensional data in real time have been widely adopted in recent years. Although these are already extensively deployed in production systems, a systematic review of applications and implemented agent embeddings and architectures has not yet been conducted. The main contribution of this paper is to provide researchers and practitioners with an overview of applications and applied embeddings and to motivate further research in neural agent-based production. Findings indicate that neural agents are not only deployed in diverse applications, but are also increasingly implemented in multi-agent environments or in combination with conventional methods — leveraging performances compared to benchmarks and reducing dependence on human experience. This not only implies a more sophisticated focus on distributed production resources, but also broadening the perspective from a local to a global scale. Nevertheless, future research must further increase scalability and reproducibility to guarantee a simplified transfer of results to reality. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.jmsy.2023.07.013,Journal of Manufacturing Systems,"For effective human–robot collaborative assembly, it is paramount to view both robots and humans as autonomous entities in that they can communicate, undertake different roles, and not be bound to pre-planned routines and task sequences. However, with very few exceptions, most of recent research assumes static pre-defined roles during collaboration with centralised architectures devoid of runtime communication that can influence task responsibility and execution. Furthermore, from an information system standpoint, they lack the self-organisation needed to cope with today's manufacturing landscape that is characterised by product variants. Therefore, this study presents collaborative agents for manufacturing ontology (CAMO), which is an information model based on description logic that maintains a self-organising team network between collaborating human–robot multi-agent system (MAS). CAMO is implemented using the Web Ontology Language (OWL). It models popular notions of net systems and represents the agent, manufacturing, and interaction contexts that accommodate generalisability to different assemblies and agent capabilities. As a novel element, a dynamic consensus-driven collaboration based on parametric validation of semantic representations of agent capabilities via runtime dynamic communication is presented. CAMO is instantiated as agent beliefs in a framework that benefits from real-time dynamic communication with the assembly design environment and incorporates a mixed-reality environment for use by the operator. The employment of web technologies to project scalable notions of intentions via mixed reality is discussed for its novelty from a technology standpoint and as an intention projection mechanism. A case study with a real diesel engine assembly provides appreciable results and demonstrates the feasibility of CAMO and the framework. © 2023 Elsevier B.V., All rights reserved.",
10.1016/j.jss.2025.112542,Journal of Systems and Software,"We explore a Digital Twin-Based Approach for Smart Manufacturing to improve Sustainability, Efficiency, and Cost-Effectiveness for a steel production plant. Our system is based on a micro-service edge-compute platform that ingests real-time sensor data from the process into a digital twin over a converged network infrastructure. We implement agile machine learning-based control loops in the digital twin to optimize induction furnace heating, enhance operational quality, and reduce process waste. Key to our approach is a Deep Reinforcement learning-based agent used in our machine learning operation (MLOps) driven system to autonomously correlate the system state with its digital twin to identify correction actions that aim to optimize power settings for the plant. We present the theoretical basis, architectural details, and practical implications of our approach to reduce manufacturing waste and increase production quality. We design the system for flexibility so that our scalable event-driven architecture can be adapted to various industrial applications. With this research, we propose a pivotal step towards the transformation of traditional processes into intelligent systems, aligning with sustainability goals and emphasizing the role of MLOps in shaping the future of data-driven manufacturing. © 2025 Elsevier B.V., All rights reserved.",
10.1016/j.knosys.2020.105596,Knowledge-Based Systems,"Deep learning (DL) has solved a problem that a few years ago was thought to be intractable — the automatic recognition of patterns in spatial and temporal data with an accuracy superior to that of humans. It has solved problems beyond the realm of traditional, hand-crafted machine learning algorithms and captured the imagination of practitioners who are inundated with all types of data. As public awareness of the efficacy of DL increases so does the desire to make use of it. But even for highly trained professionals it can be daunting to approach the rapidly increasing body of knowledge in the field. Where does one start? How does one determine if a particular DL model is applicable to their problem? How does one train and deploy them? With these questions in mind, we present an overview of some of the key DL architectures. We also discuss some new automatic architecture optimization protocols that use multi-agent approaches. Further, since guaranteeing system uptime is critical to many applications, a section dwells on using DL for fault detection and mitigation. This is followed by an exploratory survey of several areas where DL emerged as a game-changer: fraud detection in financial applications, financial time-series forecasting, predictive and prescriptive analytics, medical image processing, power systems research and recommender systems. The thrust of this review is to outline emerging applications of DL and provide a reference to researchers seeking to use DL in their work for pattern recognition with unparalleled learning capacity and the ability to scale with data. © 2020 Elsevier B.V., All rights reserved.",
10.1016/j.knosys.2023.111334,Knowledge-Based Systems,"Deep reinforcement learning (DRL) faces significant challenges in addressing hard-exploration tasks with sparse or deceptive rewards and large state spaces. These challenges severely limit the practical application of DRL. Most previous exploration methods relied on complex architectures to estimate state novelty or introduced sensitive hyperparameters, resulting in instability. To mitigate these issues, we propose an efficient adaptive trajectory-constrained exploration strategy for DRL. The proposed method guides the agent's policy away from suboptimal solutions by regarding previous offline demonstrations as references. Specifically, this approach gradually expands the exploration scope of the agent and strives for optimality in a constrained optimization manner. Additionally, we introduce a novel policy-gradient-based optimization algorithm that utilizes adaptive clipped trajectory-distance rewards for both single- and multi-agent reinforcement learning. We provide a theoretical analysis of our method, including a deduction of the worst-case approximation error bounds, highlighting the validity of our approach for enhancing exploration. To evaluate the effectiveness of the proposed method, we conducted experiments on two large 2D grid world mazes and several MuJoCo tasks. The extensive experimental results demonstrated the significant advantages of our method in achieving temporally extended exploration and avoiding myopic and suboptimal behaviors in both single- and multi-agent settings. Notably, the specific metrics and quantifiable results further support these findings. The code used in the study is available at https://github.com/buaawgj/TACE. © 2024 Elsevier B.V., All rights reserved.",
10.1016/j.neucom.2025.129381,Neurocomputing,"Negotiating in uncertain environments, where user preferences are only partially known, poses a challenge for traditional negotiation models that rely on rigid, pre-defined strategies. These models struggle to adapt to changing conditions or transfer knowledge across different negotiation contexts, making them ineffective in dynamic environments. To address this research gap, we propose a novel negotiation model that uses deep reinforcement learning (DRL) to enable agents learn adaptable, generalizable strategies through the notion of “strategy templates”. These templates include (a) choice parameters to select tactics, (b) time parameters to control when tactics are activated, and (c) attribute-value parameters to guide acceptance and inform bidding decisions. As a result, we enable negotiation agents dynamically adapt their strategies, through pre-training on teacher strategies and refining them via online learning in diverse environments. Our agents also derive a user model to approximate partially specified user preferences, thus handling preference uncertainty more effectively. We developed a proof-of-concept prototype using an actor-critic architecture based on DRL, supplemented by stochastic search techniques for the estimation of user model and multi-objective optimization for making mutually beneficial offers. Experimental evaluations show that our model outperforms state-of-the-art approaches in terms of both individual and social-welfare utilities, demonstrating its ability to transfer experience across domains and excel in previously unseen scenarios. This work provides a robust framework for dynamic, adaptable strategy formation, bridging the gap in current negotiation models by addressing uncertainty in user preferences and strategy flexibility. © 2025 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2015.01.002,Neural Networks,"Spatial memory refers to the part of the memory system that encodes, stores, recognizes and recalls spatial information about the environment and the agent's orientation within it. Such information is required to be able to navigate to goal locations, and is vitally important for any embodied agent, or model thereof, for reaching goals in a spatially extended environment. In this paper, a number of computationally implemented cognitive models of spatial memory are reviewed and compared. Three categories of models are considered: symbolic models, neural network models, and models that are part of a systems-level cognitive architecture. Representative models from each category are described and compared in a number of dimensions along which simulation models can differ (level of modeling, types of representation, structural accuracy, generality and abstraction, environment complexity), including their possible mapping to the underlying neural substrate. Neural mappings are rarely explicated in the context of behaviorally validated models, but they could be useful to cognitive modeling research by providing a new approach for investigating a model's plausibility. Finally, suggested experimental neuroscience methods are described for verifying the biological plausibility of computational cognitive models of spatial memory, and open questions for the field of spatial memory modeling are outlined. © 2015 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2017.04.004,Neural Networks,"The aim of this paper is to develop a general framework for training neural networks (NNs) in a distributed environment, where training data is partitioned over a set of agents that communicate with each other through a sparse, possibly time-varying, connectivity pattern. In such distributed scenario, the training problem can be formulated as the (regularized) optimization of a non-convex social cost function, given by the sum of local (non-convex) costs, where each agent contributes with a single error term defined with respect to its local dataset. To devise a flexible and efficient solution, we customize a recently proposed framework for non-convex optimization over networks, which hinges on a (primal) convexification–decomposition technique to handle non-convexity, and a dynamic consensus procedure to diffuse information among the agents. Several typical choices for the training criterion (e.g., squared loss, cross entropy, etc.) and regularization (e.g., ℓ<inf>2</inf> norm, sparsity inducing penalties, etc.) are included in the framework and explored along the paper. Convergence to a stationary solution of the social non-convex problem is guaranteed under mild assumptions. Additionally, we show a principled way allowing each agent to exploit a possible multi-core architecture (e.g., a local cloud) in order to parallelize its local optimization step, resulting in strategies that are both distributed (across the agents) and parallel (inside each agent) in nature. A comprehensive set of experimental results validate the proposed approach. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2019.04.005,Neural Networks,"To survive in the dynamically-evolving world, we accumulate knowledge and improve our skills based on experience. In the process, gaining new knowledge does not disrupt our vigilance to external stimuli. In other words, our learning process is ‘accumulative’ and ‘online’ without interruption. However, despite the recent success, artificial neural networks (ANNs) must be trained offline and suffer catastrophic interference between old and new learning, indicating that ANNs’ conventional learning algorithms may not be suitable for building intelligent agents comparable to our brain. In this study, we propose a novel neural network architecture (DynMat) consisting of dual learning systems inspired by the complementary learning system (CLS) theory suggesting that the brain relies on short- and long-term learning systems to learn continuously. Our empirical evaluations show that (1) DynMat can learn a new class without catastrophic interference and (2) it does not strictly require offline training. © 2019 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2020.04.023,Neural Networks,"Humans live among other humans, not in isolation. Therefore, the ability to learn and behave in multi-agent environments is essential for any autonomous system that intends to interact with people. Due to the presence of multiple simultaneous learners in a multi-agent learning environment, the Markov assumption used for single-agent environments is not tenable, necessitating the development of new Policy Learning algorithms. Recent Actor–Critic algorithms proposed for multi-agent environments, such as Multi-Agent Deep Deterministic Policy Gradients and Counterfactual Multi-Agent Policy Gradients, find a way to use the same mathematical framework as single agent environments by augmenting the Critic with extra information. However, this extra information can slow down the learning process and afflict the Critic with Curse of Dimensionality. To combat this, we propose a novel Deep Neural Network configuration called Deep Multi-Critic Network. This architecture works by taking a weighted sum over the outputs of multiple critic networks of varying complexity and size. The configuration was tested on data collected from a real-world multi-agent environment. The results illustrate that by using Deep Multi-Critic Network, less data is needed to reach the same level of performance as when not using the configuration. This suggests that as the configuration learns faster from less data, then the Critic may be able to learn Q-values faster, accelerating Actor training as well. © 2020 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2021.09.017,Neural Networks,"Decentralization is a central characteristic of biological motor control that allows for fast responses relying on local sensory information. In contrast, the current trend of Deep Reinforcement Learning (DRL) based approaches to motor control follows a centralized paradigm using a single, holistic controller that has to untangle the whole input information space. This motivates to ask whether decentralization as seen in biological control architectures might also be beneficial for embodied sensori-motor control systems when using DRL. To answer this question, we provide an analysis and comparison of eight control architectures for adaptive locomotion that were derived for a four-legged agent, but with their degree of decentralization varying systematically between the extremes of fully centralized and fully decentralized. Our comparison shows that learning speed is significantly enhanced in distributed architectures—while still reaching the same high performance level of centralized architectures—due to smaller search spaces and local costs providing more focused information for learning. Second, we find an increased robustness of the learning process in the decentralized cases—it is less demanding to hyperparameter selection and less prone to becoming trapped in poor local minima. Finally, when examining generalization to uneven terrains—not used during training—we find best performance for an intermediate architecture that is decentralized, but integrates only local information from both neighboring legs. Together, these findings demonstrate beneficial effects of distributing control into decentralized units and relying on local information. This appears as a promising approach towards more robust DRL and better generalization towards adaptive behavior. © 2021 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2021.11.004,Neural Networks,"Learning to interact with the environment not only empowers the agent with manipulation capability but also generates information to facilitate building of action understanding and imitation capabilities. This seems to be a strategy adopted by biological systems, in particular primates, as evidenced by the existence of mirror neurons that seem to be involved in multi-modal action understanding. How to benefit from the interaction experience of the robots to enable understanding actions and goals of other agents is still a challenging question. In this study, we propose a novel method, deep modality blending networks (DMBN), that creates a common latent space from multi-modal experience of a robot by blending multi-modal signals with a stochastic weighting mechanism. We show for the first time that deep learning, when combined with a novel modality blending scheme, can facilitate action recognition and produce structures to sustain anatomical and effect-based imitation capabilities. Our proposed system, which is based on conditional neural processes, can be conditioned on any desired sensory/motor value at any time step, and can generate a complete multi-modal trajectory consistent with the desired conditioning in one-shot by querying the network for all the sampled time points in parallel avoiding the accumulation of prediction errors. Based on simulation experiments with an arm-gripper robot and an RGB camera, we showed that DMBN could make accurate predictions about any missing modality (camera or joint angles) given the available ones outperforming recent multimodal variational autoencoder models in terms of long-horizon high-dimensional trajectory predictions. We further showed that given desired images from different perspectives, i.e. images generated by the observation of other robots placed on different sides of the table, our system could generate image and joint angle sequences that correspond to either anatomical or effect-based imitation behavior. To achieve this mirror-like behavior, our system does not perform a pixel-based template matching but rather benefits from and relies on the common latent space constructed by using both joint and image modalities, as shown by additional experiments. Moreover, we showed that mirror learning (in our system) does not only depend on visual experience and cannot be achieved without proprioceptive experience. Our experiments showed that out of ten training scenarios with different initial configurations, the proposed DMBN model could achieve mirror learning in all of the cases where the model that only uses visual information failed in half of them. Overall, the proposed DMBN architecture not only serves as a computational model for sustaining mirror neuron-like capabilities, but also stands as a powerful machine learning architecture for high-dimensional multi-modal temporal data with robust retrieval capabilities operating with partial information in one or multiple modalities. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2022.02.027,Neural Networks,"Humans learn to recognize and manipulate new objects in lifelong settings without forgetting the previously gained knowledge under non-stationary and sequential conditions. In autonomous systems, the agents also need to mitigate similar behaviour to continually learn the new object categories and adapt to new environments. In most conventional deep neural networks, this is not possible due to the problem of catastrophic forgetting, where the newly gained knowledge overwrites existing representations. Furthermore, most state-of-the-art models excel either in recognizing the objects or in grasp prediction, while both tasks use visual input. The combined architecture to tackle both tasks is very limited. In this paper, we proposed a hybrid model architecture consists of a dynamically growing dual-memory recurrent neural network (GDM) and an autoencoder to tackle object recognition and grasping simultaneously. The autoencoder network is responsible to extract a compact representation for a given object, which serves as input for the GDM learning, and is responsible to predict pixel-wise antipodal grasp configurations. The GDM part is designed to recognize the object in both instances and categories levels. We address the problem of catastrophic forgetting using the intrinsic memory replay, where the episodic memory periodically replays the neural activation trajectories in the absence of external sensory information. To extensively evaluate the proposed model in a lifelong setting, we generate a synthetic dataset due to lack of sequential 3D objects dataset. Experiment results demonstrated that the proposed model can learn both object representation and grasping simultaneously in continual learning scenarios. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.neunet.2022.06.020,Neural Networks,"Conflictual cues and unexpected changes in human real-case scenarios may be detrimental to the execution of tasks by artificial agents, thus affecting their performance. Meta-learning applied to reinforcement learning may enhance the design of control algorithms, where an outer learning system progressively adjusts the operation of an inner learning system, leading to practical benefits for the learning schema. Here, we developed a brain-inspired meta-learning framework for inhibition cognitive control that i) exploits the meta-learning principles in the neuromodulation theory proposed by Doya, ii) relies on a well-established neural architecture that contains distributed learning systems in the human brain, and iii) proposes optimization rules of meta-learning hyperparameters that mimic the dynamics of the major neurotransmitters in the brain. We tested an artificial agent in inhibiting the action command in two well-known tasks described in the literature: NoGo and Stop-Signal Paradigms. After a short learning phase, the artificial agent learned to react to the hold signal, and hence to successfully inhibit the motor command in both tasks, via the continuous adjustment of the learning hyperparameters. We found a significant increase in global accuracy, right inhibition, and a reduction in the latency time required to cancel the action process, i.e., the Stop-signal reaction time. We also performed a sensitivity analysis to evaluate the behavioral effects of the meta-parameters, focusing on the serotoninergic modulation of the dopamine release. We demonstrated that brain-inspired principles can be integrated into artificial agents to achieve more flexible behavior when conflictual inhibitory signals are present in the environment. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.patrec.2024.07.013,Pattern Recognition Letters,"We explore a data-driven approach to generating neural network parameters to determine whether generative models can capture the underlying distribution of a collection of neural network checkpoints. We compile a dataset of checkpoints from neural networks trained within the multi-agent reinforcement learning framework, thus potentially producing previously unseen combinations of neural network parameters. In particular, our generative model is a conditional transformer-based variational autoencoder that, when provided with random noise and a specified performance metric – in our context, returns – predicts the appropriate distribution over the parameter space to achieve the desired performance metric. Our method successfully generates parameters for a specified optimal return without further fine-tuning. We also show that the parameters generated using this approach are more constrained and less variable and, most importantly, perform on par with those trained directly under the multi-agent reinforcement learning framework. We test our method on the neural network architectures commonly employed in the most advanced state-of-the-art algorithms. © 2024 Elsevier B.V., All rights reserved.",
10.1016/j.plrev.2019.04.009,Physics of Life Reviews,"What is the place of emotion in intelligent robots? In the past two decades, researchers have advocated for the inclusion of some emotion-related components in the general information processing architecture of autonomous agents, say, for better communication with humans, or to instill a sense of urgency to action. The framework advanced here goes beyond these approaches and proposes that emotion and motivation need to be integrated with all aspects of the architecture. Thus, cognitive-emotional integration is a key design principle. Emotion is not an “add on” that endows a robot with “feelings” (for instance, reporting or expressing its internal state). It allows the significance of percepts, plans, and actions to be an integral part of all its computations. It is hypothesized that a sophisticated artificial intelligence cannot be built from separate cognitive and emotional modules. A hypothetical test inspired by the Turing test, called the Dolores test, is proposed to test this assertion. © 2021 Elsevier B.V., All rights reserved.",
10.1016/j.procir.2018.03.067,Procedia CIRP,"Motion planning processes for industrial robots are complex tasks often done manually by human domain experts and result in robotic motion that lacks flexibility and adaptability in response to dynamic environments. In our work, we propose an automated control agent utilizing a convolutional neural network embedded in an actor-critic architecture that learns adaptive continuous motion behavior via reinforcement learning. The learning is based on direct sensory input without the need of directly programming the robot's motion. We show that the learned behavior can account for uncontrollable dynamic environmental circumstances and helps to decrease time and cost of ramp up processes. © 2018 Elsevier B.V., All rights reserved.",
10.1016/j.procir.2022.05.123,Procedia CIRP,"Models of distributed agent-based Additive Manufacturing (AM) systems have suggested that considerable productivity, reactivity, and resiliency gains can be realised. However, there remains scepticism and real-world validation is required to demonstrate the benefits, practicalities, and challenges of implementing agent-based manufacturing systems. It is only then that potential gains can be evidenced and the Return on Investment fully appraised. This paper discusses the underlying communication architecture required for the creation of a hardware technology demonstrator that enables the evaluation of distributed, agent-based, AM. Three architectures to create the desired network (Host-Client, Peer-to-Peer, and Digital Shadow) are discussed, with a focus on implementation and operational factors. The paper continues by describing the future development needed for the creation of a demonstrator aimed at exploring the ease of adoption of agent-based approaches and the potential for integration into existing AM workflows. The planned demonstrator is to be implemented at the University of Bristol to co-ordinate production across multiple sites in order to support their education and research activities as well as provide a platform for public and industry engagement. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.procir.2022.09.024,Procedia CIRP,"In disruption-prone manufacturing environments, flexible job shop scheduling becomes a dynamic problem. For achieving a high solution quality, operations research approaches can be applied. In contrast, due to the required fast response times, dispatching rules are the standard. In order to elaborate on both, we present a new deep reinforcement learning algorithm. It combines policy gradient algorithms with actor-critic architectures and interprets the production system as a multi-agent system. Our evaluation on benchmark instances shows that the algorithm generates better schedules than dispatching rules with the same response time. It also generalizes well when tested on different manufacturing environments. © 2022 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2010.04.249,Procedia Computer Science,"We discuss some limitations of reflexive agents to motivate the need to develop cognitive agents and propose a hierarchical, layered, architecture for cognitive agents. Our examples often involve the discussion of cognitive agents in highway traffic models. A cognitive agent is an agent capable of performing cognitive acts, i.e. a sequence of the following activities: ""Perceiving"" information in the environment and provided by other agents, ""Reasoning"" about this information using existing knowledge, ""Judging"" the obtained information using existing knowledge, ""Responding"" to other cognitive agents or to the external environment, as it may be required, and ""Learning"", i.e. changing (and, hopefully augmenting) the existing knowledge if the newly acquired information allows it. We describe how computational intelligence techniques (e.g., fuzzy logic, neural networks, genetic algorithms, etc) allow mimicking to a certain extent the cognitive acts performed by human beings. The order with which the cognitive actions take place is important and so is the order with which the various computational intelligence techniques are applied. We believe that a hierarchical layered model should be defined for the generic cognitive agents in a style akin to the hierarchical OSI 7 layer model used in data communication. We outline in broad sense such a reference model. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2014.08.191,Procedia Computer Science,"This paper provides an outline of historical attempts to achieve human-like decision-making within machines. It concludes with a proposed conceptual approach of how researchers might pursue cognitive mission systems designs in the future. A number of potential success stories need to be explored in order to revise existing techniques and identify which techniques could be componentised for use in this future design. Existing cognitive systems have evolved over time, using; LISt Processing (LISP), PROLOG and Object Oriented Programming (OOP) languages. These were used to represent information using lists, scripts, frames, schemas, production rules, procedural, semantic and declarative processes. As Computational Intelligence (CI) techniques evolved, a number of frameworks emerged; such as Recognition-Primed Decision (RPD), Procedural Reasoning System (PRS), Collaborative Agent for Simulating Teamwork (CAST), Adaptive Character of Thought- Rational (ACT-R), distributed Multi-Agent Reasoning System (dMars), State, Operator And Result (SOAR) and Java Agent Compiler and Kernel (JACK). Many of these failed to gain traction because the problem-space has become more complex and existing heuristic code quickly becomes unwieldy with no guaranteed solution. Although currently heuristic systems relieve humans of routine activities, they are not able to independently reproduce intuition, insight or cognitive learning. Researchers have repetitively attempted to enhance the level of decision-making capabilities, but few have achieved success without augmented human support. Emerging frameworks continue to re-use a number of recurring themes to solve constrained problems, although most techniques cannot transform information into knowledge or wisdom. This paper highlights a number of the more successful concepts that could be used to progressively derive components to form a working cognitive decision-making model within a future mission system. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2015.09.035,Procedia Computer Science,"Multi-agent systems in complex, real time domains require agents to act effectively both autonomously and as part of a team. The complexity of many tasks arising in these domains makes them difficult to solve with pre-programmed agent behaviors. The agents must instead discover a solution on their own, using learning. In this paper, we present MLIMAS a framework for Machine Learning in Interactive Multi-Agent Systems. The MLIMAS is proposed to provide answers to the issues arising from integrating machine learning algorithms in interactive multi-agent systems, focusing on three questions i) what are the learning targets for agents?, (ii) how can the machine learning system be integrated into the agent architecture?, and (iii) how can agents learn interactively?. MLIMAS addresses those three questions plus supporting multi-agent systems consisting of autonomous and adaptive agents acting in real-time and noisy environments. As a result of such required capabilities, MLIMAS allows dynamic and intelligent behavior of the agents to efficiently achieve their local and coalition goals such through modeling other agents actions, and interactively taking benefits of self and others preferences in learning and achieving the agents goals. We studied the proposed framework in the Taxi Domain compared with the traditional Q-Learning algorithm without interactive share of information. Our experiments showed 2 times improvement for the average award received per agents trail rather than the traditional Q-Learning approach. In addition, we have got %80 improvement for the same number of trials of the agents to reach the passengers. © 2016 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2015.12.181,Procedia Computer Science,"We present an architecture for self-motivated agents to generate behaviors in a dynamic envi- ronment according to its possibilities of interactions. Some interactions have predefined valences that specify inborn behavioral preferences. Over time, the agent learns to recognize affordances in its surrounding environment under the form of structures called signatures of interactions. The agent keeps track of enacted interactions in a spatial memory to generate a completed con- text in which it can use signatures to recognize and localize distant possibilities of interactions, and generates behaviors that satisfy its motivation principles. © 2016 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2015.12.194,Procedia Computer Science,"Combining model-based and model-free reinforcement learning systems in robotic cognitive architectures appears as a promising direction to endow artificial agents with flexibility and decisional autonomy close to mammals. In particular, it could enable robots to build an internal model of the environment, plan within it in response to detected environmental changes, and avoid the cost and time of planning when the stability of the environment is recognized as enabling habit learning. However, previously proposed criteria for the coordination of these two learning systems do not scale up to the large, partial and uncertain models autonomously learned by robots. Here we precisely analyze the performances of these two systems in an asynchronous robotic simulation of a cube-pushing task requiring a permanent trade-off between speed and accuracy. We propose solutions to make learning successful in these conditions. We finally discuss possible criteria for their efficient coordination within robotic cognitive architectures. © 2016 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2016.07.427,Procedia Computer Science,"We present Knowledge Of Action Networks, which provide an enactive machine learning model for knowledge of agency in artificial intelligence. These networks, which are expected to be part of embodied intelligences existing in dynamic environments, learn to represent their environment while simultaneously learning to represent their own actions and bodies within that environment. Thus self and world are intricately coupled in their basic representations. We will also explore some of the (many) expected contributions of such networks for implementing minimal self-models, which are basic models of self-aware agents. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2016.07.451,Procedia Computer Science,"Cognitive architectures as frameworks for integrated computational models of the mind often focus on human reasoning capabilities, and sometimes are extended by theories of emotion. The SiMA-C approach starts with low-level mental processing and bases high-level process on its low-level foundation. With the aim of developing a unified model with functional equivalence to the human mind, descriptive concepts of perception, motivation, emotion, and cognition are translated into a functional model of data activation, valuation, mediation, and evaluation. The resulting SiMA-C mental architecture solves the problem of adapting an agent's decision on the current internal state (demands from bodily needs and norms) and the external environment (affordances) and hence mediates between them. Using the SiMA-C model in simulations of environmental-friendly consumer decisions gives an example of a concrete application. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2016.07.463,Procedia Computer Science,"An autonomous actor should decide on its own which goals and strategies to pursue in a new situation involving multiple actors. Humans in such cases typically rely on social factors, such as individual relationships and ethical background. An artificial autonomous agent in such cases can be more useful and efficient as an actor in a human team, if its behavior is believable, i.e., similar to the naturally motivated human behavior. This similarity can be achieved in a cognitive architecture through the attribution of characters to actors and human-like reasoning in terms of ethical norms and moral schemas applied to developing individual relationships among characters. Whether the actor's behavior is sufficiently human-like and human-compatible in this sense, can be judged based on a Turing-like test that is described and analyzed here in simplistic videogame settings. The challenge for an artificial actor is to be preferred, over its human rival, as a trustworthy partner of the human participant. Additional metrics include behavioral characteristics derived from the study of cognitive architecture eBICA. The paradigm extends to other settings as well, and can be useful for evaluation of cognitive architectures that support near-human-level social emotionality. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2016.08.234,Procedia Computer Science,"The 3-channel fuzzy ART network FALCON (Fusion Architecture for Learning, COgnition, and Navigation) is known as an effective method for combining reinforcement learning with state segmentation. It has been shown that FALCON is effective in making a player agent for the card game Hearts, although the agent was unable to beat an agent using the UCT algorithm developed for Monte-Carlo simulation. This study proposes an ensemble method for FALCON to make an agent stronger. The method uses nine types of learners and combines them to decide an action. Experiments demonstrate that our approach is superior to an agent using a single learner. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2017.01.167,Procedia Computer Science,"The paper describes and discusses processes needed for human emotional behaviour simulation, in particular, emotion incorporation into rational thinking, as well as presents corresponding agent architecture. Such system would enable various application fields, perhaps one of the most important being enhancing smart devices with emotions. Decreasing frequency of social contact has become an urgent issue, particularly among young people. Emotional and social intelligence are however highly desired set of skills which is impossible to develop without interacting with others. Although this problem has been acknowledged, and there are some efforts to facilitate social contact, e.g., by augmented virtual reality games, that is still not enough. There is a need to develop environment that would allow learning exactly social and emotional skills. This on-going research aims at developing intelligent agents that are able to express and incorporate affects into rational processes. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2017.08.283,Procedia Computer Science,"Belief-desire-intention (BDI) model is one of the most promising approaches dedicated to develop intentional agents. It provides developers with required robustness to deal with a wide variety of complex systems where flexibility and intelligence behavior of agents are needed. Existing BDI architectures are typically composed of a set of customizable components that are composed in a reasoning cycle. The plan selection process is one of the customizable components that has an important influence on the overall agent performance. It consists of selecting among a set of applicable plans the most appropriate one to achieve a given goal. In this paper we propose a generic predictive-based plan selection approach, that aims to select for a given goal, the applicable plan that has the highest potential of being executed successfully. Based on what we refer to as selection indices, it calculates for each plan a success probability that will be used later by the selection process to select the appropriate plan. Peer-review under responsibility of the Conference Program Chairs. © 2017 Elsevier B.V., All rights reserved.",
10.1016/j.procs.2018.11.089,Procedia Computer Science,"A concept of a fundamentally new approach to the development of speech recognition systems is proposed, as applications built based on existing approaches are not effective enough when used in noisy conditions and cocktail party situations. The architecture of the speech recognition system in an environment with several speakers based on multi-agent recursive cognitive models with imitation of the attention mechanism is constructed. The speech recognition system allows to model selectivity of perception in speech peculiarities for a speaker using multi-agent self-organization. Principles for selective signature processing inside sound modality are defined. They allow to tune on a speaker. Articulatory primitives were chosen as minimal functional pattern in the speech recognition problem. Due to multi-agent nature, use of space-time characteristics and self-learning this approach allow us to separate from each other and analyze sounds of different nature. Screenshots of the cognitive architecture of the speech recognition system based on multi-agent models of semantics are presented. © 2019 Elsevier B.V., All rights reserved.",
