DOI,Document title,Abstract
10.1109/AERO47225.2020.9172615,Autonomous Power Grid Formation for Surface Assets Using Multiple Unmanned Ground Vehicles,"Mobile microgrid formation using multiple Unmanned Ground Vehicles (UGV) can establish surface power sources and integrate mission infrastructure autonomously. Advancement of this technology is martialed by the expedited Artemis mission to return to the Moon by 2024, with residence there by 2028. Many of the infrastructure deployment tasks to support this mission will depend on advance assembly by robotic agents. Consider the deployment of multiple Kilopower reactors to supply power to a lunar habitation module, with UGVs to position the reactors and connect power grid elements with cables. To accomplish this complex task, a number of robotic controllers have been integrated on all-terrain UGVs. These controllers comprise waypoint navigation, visual docking, electrical connection coupling, and electrical cable deployment. Hardware which supports the mission includes the UGV platform, odometry and perception sensors, distributed communications, and electrical grid infrastructure. Robot Operating System (ROS) provides a core development architecture. Subsystem tests in an unstructured terrestrial environment have been performed, with a full system test including multiple UGVs planned. This work reports on the current operating capability of subsystems in an outdoor terrestrial environment, and suggests the system-level validation test objectives for power grid formation."
10.1109/AERO47225.2020.9172667,A Methodology to Assess the Human Factors Associated with Lunar Teleoperated Assembly Tasks,"Low-latency telerobotics can enable more intricate surface tasks on extraterrestrial planetary bodies than has ever been previously attempted. In order for humanity to create a sustainable lunar presence, well-developed collaboration between humans and robots is necessary to perform complex tasks. This paper presents a methodology to assess the human factors, situational awareness (SA) and cognitive load (CL), associated with teleoperated assembly tasks. Currently, telerobotic assembly on an extraterrestrial body has never been attempted, and a valid methodology to assess the associated human factors has not been developed. The Telerobotics Laboratory at the University of Colorado-Boulder created the Telerobotic Simulation System (TSS) which enables remote operation of a rover and a robotic arm. The TSS was used in a laboratory experiment designed as an analog to a lunar mission. The operator's task was to assemble a radio interferometer. Each participant completed this task under two conditions, remote teleoperation (limited SA) and local operation (optimal SA). The goal of this experiment was to establish a methodology to accurately measure the operator's SA and CL while performing teleoperated assembly tasks. A successful methodology would yield results showing greater SA and lower CL while operating locally. Performance metrics measured in this experiment showed greater SA and lower CL in the local environment, supported by a 27% increase in the mean time to completion of the assembly task when operating remotely. Subjective measurements of SA and CL did not align with the performance metrics. This brought into question the validity of the subjective assessments used in this experiment when applied to telerobotic assembly tasks. Results from this experiment will guide future work attempting to accurately quantify the human factors associated with telerobotic assembly. Once an accurate methodology has been developed, we will be able to measure how new variables affect an operator's SA and CL in order to optimize the efficiency and effectiveness of telerobotic assembly tasks."
10.1109/AERO47225.2020.9172688,Maintenance-optimized Modular Robotic Concepts for Planetary Surface ISRU Excavators,"Modular robotic concepts are identified and evaluated over the design and operations/maintenance lifecycle for autonomous Lunar, Mars, and partial gravity planetary surface excavation and in-situ earthworks equipment. In-Situ Resource Utilization (ISRU) is the exploitation of available resources at the site of a landed spacecraft on the surface of another planetary body. It is intended that this ISRU excavator concept be capable of material extraction from native regolith, and will be able to operate in a variety of planetary surface environments after initial shakedown on the moon. Using heritage from highly multi-functional, reconfigurable robotic systems like the All-Terrain Hex-Limbed Extra-Terrestrial Explorer (ATHLETE), Regolith Advanced Surface Systems Operations Robot (RASSOR), and Mars exploration rovers, we propose a flexible maintenance-optimized mobility platform concept with quick-connect/disconnect features for robotically swappable excavation implements. Dust tolerant torque transmission, power & data docking, thermal fluid connectors, and modular avionics and instrumentation will allow for autonomous swapping of tools, replacement of spares, and longterm maintenance of robotic excavators. The architecture includes modular tools for conventional excavate / scoop / haul / dump / process functions of a terrestrial mining operation on Earth, but also will have the capability to operate and robotically maintain itself without human intervention. The concepts described in this study will provide a suite of technologies, configurations, and operations ready for inclusion into a final flight-ready excavator system."
10.1109/AERO47225.2020.9172722,Expectations for Backward Planetary Protection Planning During Mars Sample Return Planning,"During the current phase of robotic exploration, Mars missions plan to search for evidence of extinct or extant biological activity. The conceptual mission architecture for Mars Sample Return (MSR) must demonstrate robust containment and rigorous control of all unsterilized materials as assurance of no inadvertent harm to Earth's biosphere. Launch of NASA's drilling and caching Mars rover in summer 2020 could potentially be the first step in an extraordinary campaign to bring carefully collected and sealed samples of sedimentary and igneous rocks from Mars to Earth for scientific study. As part of this notional architecture, NASA would launch a sample return platform early as 2026 to land near the area explored by the Mars 2020 rover and ESA would launch separately an Earth Return Orbiter (ERO). A small ESA fetch rover would depart from the platform and drive rapidly to locations where samples tubes have been placed on the ground for retrieval. The fetch rover and/or the Mars 2020 rover could return to the platform, allowing a robotic arm to transfer samples tubes into a sample container on a Mars Ascent Vehicle (MAV). The sample container would be launched and then released by the MAV in Mars orbit where the waiting ERO would capture the container and seal it in a doubled-walled containment canister. Various combinations of sterilization and dust mitigation are under consideration for breaking the chain of contact with putative contaminants. Minimizing the area of surfaces exposed to Martian dust and performing one or more sterilization procedures are key options for compliance with backward planetary protection prior to departure from Mars orbit. Once landed on Earth, entry vehicle inspection followed by additional cleaning and biobarrier deployment would ensure safe handling during transport to a state-of-the-art receiving facility. Herein, we describe NASA and ESAs joint coordination efforts with COSPAR to engage disciplinary experts across academic, regulatory, and industrial organizations to discuss current technology for life detection and sample safety protocols for handling and studying Mars materials on Earth."
10.1109/AERO50100.2021.9438257,Autonomous Robot Planning System for In-Space Assembly of Reconfigurable Structures,"Large-scale space structures, such as telescopes or spacecrafts, require suitable in-situ assembly technologies in order to overcome the limitations on payload size and mass of current launch vehicles. In many application scenarios, manual assembly by astronauts is either highly cost-inefficient or not feasible at all due to orbital constraints. However, (semi-) autonomous robotic assembly systems may provide the means to construct larger structures in space in the near future. Modularity is a key concept for such structures, and also for reducing costs in novel spacecraft designs. The advantage of the modular approach lies in the capability to generate a high number of unique assets from a reduced number of building blocks. Thus, spacecrafts can be easily adapted to particular use cases, and could even be reconfigured during their lifetime using a robotic manipulation system. These ideas lie at the core of our current EU project MOSAR (MOdular Spacecraft Assembly and Reconfiguration). Teleoperating a space robotic system from Earth to assemble a modular structure is not straightforward. Major difficulties are related to time delays, communication losses, limited control modalities, and low immersion for the operator. Autonomous robotic operations are then preferred, and with this goal we propose a fully autonomous system for planning in-space assembly tasks. Our system is able to generate assembly and reconfiguration plans for modular structures in terms of high-level actions that can autonomously be executed by a robot. Through multiple simulation layers, the system automatically verifies the feasibility and correctness of action sequences created by the planner. The layers implement different levels of abstraction, hierarchically stacked to detect infeasible transitions and initiate replanning at an early stage. Levels of abstraction increase in complexity, ranging from a basic geometric description of the spacecraft, over kinematics of the robotic setup, to full representations of the actions. The system reuses information from failed checks in all layers to avoid similar situations during replanning. We use a hybrid approach where symbolic reasoning is combined with considerations of physical constraints to generate a holistic sequence of actions. We demonstrate our planner for large space structures in a simulation environment. In particular, we consider the reconfiguration of a given modular structure, i.e. disassemble parts and reassemble them in a new configuration. The adaptability of our planning system is shown by executing the assembly plans on robots with different sets of skills and in scenarios with simulated hardware failures."
10.1109/AERO50100.2021.9438257,Autonomous Robot Planning System for In-Space Assembly of Reconfigurable Structures,"Large-scale space structures, such as telescopes or spacecrafts, require suitable in-situ assembly technologies in order to overcome the limitations on payload size and mass of current launch vehicles. In many application scenarios, manual assembly by astronauts is either highly cost-inefficient or not feasible at all due to orbital constraints. However, (semi-) autonomous robotic assembly systems may provide the means to construct larger structures in space in the near future. Modularity is a key concept for such structures, and also for reducing costs in novel spacecraft designs. The advantage of the modular approach lies in the capability to generate a high number of unique assets from a reduced number of building blocks. Thus, spacecrafts can be easily adapted to particular use cases, and could even be reconfigured during their lifetime using a robotic manipulation system. These ideas lie at the core of our current EU project MOSAR (MOdular Spacecraft Assembly and Reconfiguration). Teleoperating a space robotic system from Earth to assemble a modular structure is not straightforward. Major difficulties are related to time delays, communication losses, limited control modalities, and low immersion for the operator. Autonomous robotic operations are then preferred, and with this goal we propose a fully autonomous system for planning in-space assembly tasks. Our system is able to generate assembly and reconfiguration plans for modular structures in terms of high-level actions that can autonomously be executed by a robot. Through multiple simulation layers, the system automatically verifies the feasibility and correctness of action sequences created by the planner. The layers implement different levels of abstraction, hierarchically stacked to detect infeasible transitions and initiate replanning at an early stage. Levels of abstraction increase in complexity, ranging from a basic geometric description of the spacecraft, over kinematics of the robotic setup, to full representations of the actions. The system reuses information from failed checks in all layers to avoid similar situations during replanning. We use a hybrid approach where symbolic reasoning is combined with considerations of physical constraints to generate a holistic sequence of actions. We demonstrate our planner for large space structures in a simulation environment. In particular, we consider the reconfiguration of a given modular structure, i.e. disassemble parts and reassemble them in a new configuration. The adaptability of our planning system is shown by executing the assembly plans on robots with different sets of skills and in scenarios with simulated hardware failures. © 2021 IEEE."
10.1109/AERO50100.2021.9438347,An Innovative Approach to Modeling VIPER Rover Software Life Cycle Cost,"NASA's “Volatiles Investigating Polar Exploration Rover” (VIPER) will be the first robotic mission to prospect for water ice near the south pole of the Moon in late 2023 on a 100-Earth-day mission. The information that the VIPER rover provides will help improve understanding of the composition, distribution, and accessibility of Lunar polar volatiles and will help determine how the Moon's resources can support future human space exploration. VIPER, however, represents a radical departure from the way that NASA has traditionally developed planetary robotic missions. A key consequence of these differences is that estimating the cost of VIPER's rover software is challenging and complex. For example, VIPER is being developed using management procedures typically applied to NASA research and technology projects, rather than space flight programs. In addition, key portions of the rover's software are being designed as ground software to run on mission control computers (rather than onboard the rover as flight software as with prior planetary missions) taking advantage of continuous, interactive data communications between the Moon and Earth and higher performance computing available on the ground. Moreover, the rover's software is being engineered using Agile software development practices and incorporates a significant amount of open-source code, rather than following traditional (spiral, waterfall, etc.) development methods and in-house code. In this paper, we present an innovative process to estimate the life cycle cost of VIPER's rover software. We first describe how we modeled the architecture and code counts for three software elements: Rover Flight Software (RFSW), Rover Ground Software (RGSW), and Rover Simulation Software (RSIM). We then discuss key challenges and unique aspects of our approach, such as the lack of Lunar rover analogies, the need to integrate and test large open source software, and the strategies developed to account for use of non-space flight management practices and the impact of the COVID-19 pandemic. We conclude with a summary of our results, including cumulative distribution, nearest neighbors and cluster analysis, as well as heuristics used to confirm the reasonableness of the cost estimate."
10.1109/AERO50100.2021.9438399,Hybrid Planning System for In-Space Robotic Assembly of Telescopes using Segmented Mirror Tiles,"The use of large telescopes is increasingly important in the field of astronomy. However, for larger telescopes there is a technological limit for producing primary mirrors made of a single rigid piece. A similar problem arises for space-based telescopes, where the cargo areas of launch vehicles provide an upper limit for the maximum aperture of the telescope, even if it is deployable as the James Webb Space Telescope. As larger telescopes are required, in-space assembly emerges as a feasible alternative, making use of a highly autonomous robotic system that directly constructs the structure on orbit. Although this might reduce the overall costs of construction and maintenance of the structures, such robotization brings additional challenges for an automatic planning system. This paper presents the study and implementation of an autonomous assembly planner for in-space robotic assembly of telescopes using segmented mirror tiles. The proposed planner takes into consideration different constraints. On the one hand, robot physical constraints such as joint position and torque limits, and moments of inertia of the sub-assemblies must be considered. On the other hand, semantic constraints representing the possible types of connections between tiles must be specified to ensure the mechanical stability and electric and data connectivity within the structure. In order to generate a plan that considers these constraints, we propose a hybrid assembly planner with a global and a local layer. The global layer uses graph search strategies to explore a graph representation of possible assembly sequences, ensuring that the potential solutions fulfill all the semantic constraints describing the allowed connections between tiles. The local layer uses a constrained path planning algorithm combined with a dynamic simulation to ensure that the transitions between states (representing sub-assemblies) fulfill the required physical constraints. The final assembly sequence to be executed is selected by minimizing a suitable cost function. The planner is integrated into a ground-based demonstrator for autonomous robotic assembly of mirror tiles, developed within the PULSAR EU Project. Simulations for larger telescope structures demonstrate the generality of the approach. In order to illustrate the flexibility of the planner, different physical constraints and optimization goals were implemented and verified. The planner successfully adapts the assembly plan accordingly."
10.1109/AERO50100.2021.9438470,FRESCO: A Framework for Spacecraft Systems Autonomy,"Achieving the science exploration and defense goals of the following decades will require flight systems capable of operations with limited operator contact, system mode changes and retasking based on sensor data, and complex robotic operations. To support these capabilities, increasingly autonomous flight systems are required that can perform dedicated mission functions, e.g. payload targeting and communications, and system-level functions, e.g. planning and goal monitoring. Architecting an autonomous system requires a well-reasoned, self-consistent framework to avoid ad hoc design choices that will introduce complexity and risk. The Framework for Robust Execution and Scheduling of Commands On-Board, FRESCO, is the result of lessons learned in developing a software architecture to enable autonomous solar system exploration. FRESCO generalizes this work to offer a modular, software-agnostic approach to developing verifiable architecture for autonomous space systems. FRESCO specifies guiding principles, functions, interfaces, and interactions from which mission-specific autonomous control architectures can be derived. FRESCO is a principled framework relying on explicit, state-based goal definitions, centralized management of state knowledge, clearly separated control boundaries, and hierarchical reasoning. Using components from FRESCO reference architecture, an autonomous decision-making architecture can be designed for spacecraft which can then be mapped to flight software architecture. FRESCO is flexibly defined to enable autonomous control of flight systems built using extensive software and hardware heritage. Finally, FRESCO-derived architectures support a spectrum of operator/spacecraft interactions, ranging from traditional commanding to goal-driven commanding with the ability to change mission goals autonomously. FRESCO has been used in defining the autonomy architectures for the ASTERIA mission and have been demonstrated in laboratory and software simulation for small body rendezvous and in-space servicing missions."
10.1109/AERO50100.2021.9438539,Gateway Avionics Concept of Operations for Command and Data Handling Architecture,"By harnessing data handling lessons learned from the International Space Station, Gateway has adopted a highly reliable, deterministic, and redundant three-plane Time-Triggered Ethernet network implementation that is capable of handling three distinct types of traffic: Time-Triggered (TT), Rate Constrained (RC) and Best Effort (BE). This paper will offer an overview of the operational capabilities of the Gateway Network defined in the Network Concept of Operations, focusing on the initial architecture of the Gateway Spacecraft Inter-Element Network. The initial Gateway modules include Habitation, Power & Propulsion, Logistics, Human Lunar Lander, and Orion Crew Capsule. The Gateway Inter-Element Network Concept of Operations is a source for the network functions, which in turn inform the design, development, implementation, testing, and verification of the spacecraft hardware. End system hardware on the network includes, but is not limited to, a mobile robotic arm, internal and external cameras, flight control hardware, environmental control systems, power and propulsion systems, critical alarms, telemetry, and payloads, in addition to any hardware present on a visiting vehicle or lunar exploration vehicle. This paper will also provide an overview of how the design and operations of the Gateway Avionics network are defined by the Gateway Program design and safety requirements. Implementation of avionics and command and data handling strategy will provide the Gateway program with reliable infrastructures that allow operational options for both human control while occupied, and highly autonomous control during periods of vacancy. The Gateway Avionics network architecture will be able to handle seamless in-flight reconfigurations and expansion as new modules and the capability to interface with additional visiting vehicles are added."
10.1109/AERO53065.2022.9843445,Expert-Informed Autonomous Science Planning for In-situ Observations and Discoveries,"Future planetary exploration missions on the surface of distant bodies such as Europa or Enceladus can't rely on human-in-the-loop operations due to time delays, dynamic environments, limited mission lifetimes, as well as the many unknown unknowns inherent in the exploration of such environments. Thus our robotic explorers must be capable of autonomous operations to ensure continued operations and to try to maximize the amount and quality of the scientific data gathered from each mission. To advance our technology toward this goal, we are developing a system to maximize the science obtained by a robotic lander and delivered to scientists on Earth with minimal asynchronous human interaction. The autonomy architecture consists of three main components: Shared Science Value Maps (SSVMs), which function as an interface between REASON (Robust Exploration with Autonomous Science onboard) and RECOURSE (Ranked Evaluation of Contingent Opportunities for Uninterrupted Remote Science Exploration) for efficient and useful scientific communication between scientists and robot. The key advantage to this design is in its ability to continuously operate and adapt despite the constraints of high-latency, low-bandwith communications and an uncertain environment which today would require ground-in-the-loop operations. This paper presents the overview of our architecture and initial results on the development of such a system. These results will focus on progress made in developing the details of the SSVM interface between human scientists and robotic explorer and the ability of REASON to act on the SSVM to develop plans on-board that attempt to maximize science obtained while being guaranteed to respect any relevant system and safety constraints."
10.1109/AERO53065.2022.9843530,Hybrid Planning to Minimize Platform Disturbances during In-orbit Assembly Tasks,"In-orbit space assembly has been proposed as a method to overcome the obstacles for deployment of large spatial structures. To make such assemblies economically feasible, they must rely on robotic arms to perform the required manipulation actions. The operations with the robotic arm inevitably affect the attitude and orientation of the spacecraft. This influence is well understood for simple trajectories; however, assembly sequences for full structures require multiple repetitive motions, with and without load, which significantly affect the attitude and orbital control of the satellite. This paper analyzes such perturbations for a complex assembly task, the construction of the primary mirror for a space telescope, using a hybrid planner with two levels: a low level that considers individual motions of the robotic arm, and a high level that generates the overall assembly sequence while minimizing the perturbations created on the attitude control system. The method effectively minimizes perturbations during orbital assembly tasks, therefore minimizing fuel or energy consumption in the spacecraft."
10.1109/AERO53065.2022.9843610,Towards a Semi-Autonomous Robotic Exploration of a Lunar Skylight Cavity,"This study evaluates the feasibility of a robotic exploration mission to a skylight located in the Marius Hills region on Moon. The study is based on theoretical evaluations while making use of existing results from previous and currently running projects. Parts of the approach were already evaluated by autonomously navigating and mapping in a lava tube and other field trials in analogue environments. We address a solution to access and map a lunar lava tube with a semi-autonomous heterogenous team of exploration rovers. Main systems are: 1) a surface rover, which serves as anchoring point, communication relay and power generator, 2) a highly mobile exploration micro rover foreseen to rappel down into the skylight for tube exploration and 3) a tether management and docking system which can be attached to the exploration rover to safely lower it into the lava tube and serve as power and communication hub during cave exploration. For descending we propose a rappelling approach using tethering and actively controlled hybrid legged-wheels on the exploration rover. The rover uses path planning to avoid obstacles on its way down the vertical surface. When the bottom of the skylight is reached, the tether spool is deployed as docking station. After successful deployment, different autonomy levels are possible -from remote-controlled to fully autonomous- to explore the unknown environment."
10.1109/AERO53065.2022.9843722,Test as you Fly: Using Flight Telemetry in the Mars 2020 Uplink Simulation & Validation Process,"Mars2020's approach to command load simulation & validation steered away from heritage design early on in Mission System development. Whereas previous missions used Sequence Generator (SeqGen) to validate their command load, Mars2020 chose to adapt software originally developed for Mars Science Laboratory (MSL), Surface Simulation (SSim), in order to meet new mission performance requirements. This decision meant a complete redesign of the surface mission uplink commanding validation architecture, but it also provided room for meaningful improvements. SSim is a Flight Software (FSW)-in-the-loop sequence and command simulator, enabling much faster than real-time execution. It was originally developed for MSL Rover Planners to simulate and validate their commanding of rover mobility, robotic arm, and sampling activities. For Mars2020, SSim has since been expanded to include the modeling of system-level functions such as power, telecommunications, and instruments. It affords the operations team the ability to simulate commanding in a very flight-like manner, a significant change from the heritage process involving the use of SeqGen. Using a FSW-in-the-loop simulator for uplink command validation provides several key advantages over heritage simulation tools. Because of the similarity between SSim and the rover FSW, the Mars2020 validation process is able to routinely incorporate the latest known state of the flight vehicle into the validation tools, ensuring that the simulation and validation initial condition used in uplink planning is the best possible representation of the onboard state. A set of new tools and new and improved processes developed for Mars2020 enable this usage of flight vehicle state in uplink planning, and by doing so, prevent divergence between spacecraft state tracked on the ground and the real state of the rover on Mars. The adoption of SSim for uplink command validation completely redesigned the surface validation process. The development of this design presented many novel challenges resulting in key decisions and trades that could not directly leverage heritage designs or experience. This study will discuss the formulation of, and key decisions involved in, the Mars2020 surface validation process architecture in hopes of serving as a blueprint for future missions."
10.1109/AERO53065.2022.9843799,Design and Model Predictive Control of a Mars Coaxial Quadrotor,"Mars has been a prime candidate for planetary explo-ration of the solar system because of the science discoveries that support chances of future habitation on this planet. The Mars exploration landers and rovers have laid the foundation of our understanding of the planet's atmosphere and terrain. However, the rovers have presented limitations in terms of their pace, travers ability, and exploration capabilities from the ground and thus, one of the main field of interest for future robotic mission to Mars is to enhance the autonomy of this exploration vehicles. Martian caves and lava tubes like terrains, which consists of uneven ground, poor visibility and confined space, makes it impossible for wheel based rovers to navigate through these areas. In order to address these limitations and advance the exploration capability in a Martian terrain, this article presents the design and control of a novel coaxial quadrotor Micro Aerial Vehicle (MAV). As it will be presented, the key contributions on the design and control architecture of the proposed Mars coaxial quadrotor, are introducing an alternative and more enhanced, from a control point of view concept, when compared in terms of autonomy to Ingenuity. Based on the presented design, the article will introduce the mathematical modelling and automatic control framework of the vehicle that will consist of a linearised model of a co-axial quadrotor and a corresponding Model Pre-dictive Controller (MPC) for the trajectory tracking. Among the many models, proposed for the aerial flight on Mars, a reliable control architecture lacks in the related state of the art. The MPC based closed loop responses of the proposed MAV will be verified in different conditions during the flight with additional disturbances, induced to replicate a real flight scenario. For the model validation purpose, the Mars coaxial quadrotor is sim-ulated inside a Martian environment with related atmospheric conditions in the Gazebo simulator, which will use the proposed MPC controller for following an a priory defined trajectory. In order to further validate the proposed control architecture and prove the efficacy of the suggested design, the introduced Mars coaxial quadrotor and the MPC scheme will be compared to a PID-type controller, similar to the Ingenuity helicopter's control architecture for the position and the heading."
10.1109/AERO55745.2023.10115533,REASON-RECOURSE Software for Science Operations of Autonomous Robotic Landers,"Future planetary exploration missions on the surface of distant bodies such as Europa or Enceladus can't rely on human-in-the-loop operations due to time delays, dynamic environments, limited mission lifetimes, as well as the many unknown unknowns inherent in the exploration of such environments. Thus our robotic explorers must be capable of autonomous operations to ensure continued operations and to try to maximize the amount and quality of the scientific data gathered from each mission. To advance our technology toward this goal, we are developing a system to maximize the science obtained by a robotic lander and delivered to scientists on Earth with minimal asynchronous human interaction. The autonomy architecture consists of two main components: REASON (Robust Exploration with Autonomous Science on-board) and RECOURSE (Ranked Evaluation of Contingent Opportunities for Uninterrupted Remote Science Exploration) for efficient and useful scientific communication between scientists and robot. The key advantage to this design is in its ability to continuously operate and adapt despite the constraints of high-latency, low-bandwith communications and an uncertain environment which today would require ground-in-the-loop operations. This paper presents the initial version of the REASON-RECOURSE system. Details of the implementation of the scientist interface and interaction with the ground software - RECOURSE - and the on-board robotic planning software - REASON - are given. Demonstration of the operation using NASA's OceanWATERS testbed will be shown."
10.1109/AERO55745.2023.10115601,Hardware Autonomy for Space Infrastructure,"NASA prioritizes autonomous systems development with the expectation that it will continue to drive significant improvements in human and science exploration capability. Crew operations benefit from a spectrum of machine assistance to complete replacement of dangerous or highly repetitive tasks. Many science operations have a teleoperation component, and similarly benefit from a range of autonomy implementations that make long distance applications feasible. As we consider longer duration deep space missions, we also consider higher levels of autonomy in order meet emergent safety, maintenance, and logistics needs. One of the challenges within this scope is installation and maintenance of infrastructure, such as large scale instrumentation and communications equipment, crew habitats, and operational facilities. We describe how a programmable meta-material architecture may shift the paradigm of how we design, build, and operate future space infrastructure and assets. A primary objective of this strategy is to free the design space from launch vehicle constraints and fundamentally shift how a mission is designed and conducted. This integrates advances in materials (mechanical meta-materials), manufacturing (cooperative mobile robotics), and autonomy (multi-agent planning algorithms). Engineering systems that utilize a modular and reconfiguration building block approach, such as digital communication and computation systems, currently lead in terms of size and complexity scalability. NASA is extending the benefits and flexibility of digital systems to hardware systems, to optimize materials life-cycle management and expand our space exploration mission capabilities to meet long duration and deep space infrastructure needs, in accordance with long term NASA goals of “in-space reliance” and “mass-less exploration.”"
10.1109/AERO55745.2023.10115804,The Evolution of Command and Sequencing at JPL: Origins and Flight Software Core Lineage,"Since launching the first American satellite Explorer 1 in 1958, NASA's Jet Propulsion Laboratory (JPL) has led the world in robotic space exploration. Throughout the history of the lab, subsequent missions have traveled deeper into space, explored more challenging environments, lasted longer, attempted more ambitious science, and returned orders of magnitude more data. This paper is the first in a planned series to document the history of how JPL has commanded its spacecraft in order to achieve the increasingly daring and demanding goals of its missions. This first effort focuses primarily on the onboard technologies associated with JPL's Flight Software (FSW) Core Product Line (FCPL), the Mars rover missions that preceded it, and the Cassini mission to Saturn. It also provides a brief discussion of pre-Cassini missions in order to provide context. Other JPL sequencing technologies (namely VML and the open source F Prime Flight Software) are not discussed in detail here but will instead be the subject of future work, as will any detailed discussions on ground-based software developed to support JPL projects and the interface between onboard autonomy and sequencing. The paper explores the challenges of the more assembly-like sequencing languages common before the mid-1990s (Cassini), the significant paradigm shift that came with the Faster, Better, Cheaper era and Mars Pathfinder (MPF), the development of conditional sequencing for the Mars Exploration Rovers (MER), the SPAM scripting language of Mars Science Laboratory (MSL) and Mars 2020 (M20), the latest developments in the deep space orbiters Psyche and Europa Clipper, and a preliminary look at Sample Retrieval Lander (SRL). VML is also discussed as needed to contextualize the features in JPL's sequencing architecture that were written in response to it. The paper also explores the broader concept of spacecraft behavior. Modern spacecraft behave in highly complex ways and sequencing is only one place where spacecraft designers and operators can encode that complexity. As such, the trades needed to define a sequencing system must take this broader landscape into account. Other important modes of encoding spacecraft behavior include physical hardware, flight software, and real time commanding. Finally, the paper discusses the flexibility JPL's different command and control solutions give to operators to change behaviors in flight. While some sequencing systems are robust enough to resolve complex anomalies or react to unforeseen circumstances in flight, many are not. Historically, JPL's flight system designers have provided many methods to change behavior outside of the normal cadence of design and test, creating a large trade space to do so in flight."
10.1109/AERO55745.2023.10115827,Design of a Novel Lunar Transportation System (FLOAT) consisting of Diamagnetically-Levitated Robots on a Flexible Film Track,"A durable, long-life robotic transport system will be critical to the daily operations of a sustainable lunar base in the 2030's, as envisioned in NASA's Moon to Mars plan and mission concepts like the Robotic Lunar Surface Operations 2 (RLSO2), to transport regolith mined for ISRU consumables (H2O, LOX, LH2) or construction, and transport payloads around the lunar base and to / from landing zones or other outposts. In this work, we present component analysis, preliminary experimental results, and system designs for a novel lunar transportation system, FLOAT (Flexible Levitation on a Track), that leverages diamagnetically levitated robots. Unlike current lunar robot concepts that use wheels (SEV, RASSOR), legs (Spidernaut), or hybrid wheels-on-legs for mobility, FLOAT robots are solid-state (no motors, gearboxes, or other moving parts) and consist only of permanent magnets connected in planar arrays levitating to minimize lunar dust abrasion / wear over a flexible PCB track that generates electromagnetic thrust. Results show that FLOAT robots can maintain extremely low power requirements over a range of terrains – using <5 W/m2 or <0.15 W/kg to carry up to 30 kg/m2 payload on tracks with slopes <40° and curves >5 m in-plane radius or >25 m out-of-plane radius – and use 10-100x less power for transport than wheeled vehicles. For initial system deployment, we designed track deployments robots which can leverage existing lunar robotic systems to un- roll segments of FLOAT tracks onto the lunar regolith. Finally, system design analysis shows the FLOAT concept can serve as a complete transportation system to satisfy the volumetric flow requirements of the RLSO2 mission concept."
10.1109/AERO55745.2023.10115856,An Analysis of Exploration Capability Gaps for Future Habitation Systems to Inform Risk Assessment and Development Priorities,"Within NASA, exploration capability gaps are defined as the difference between the current state-of-the-art in capabilities and the anticipated needs of future human spaceflight architectures. As NASA and its partners' capabilities for human exploration of deep space continue to mature, it is necessary to understand the capability gaps that require closure to support future habitation systems, such as the Lunar Surface Habitat (SH) and Mars Transit Habitat (TH) currently in concept development. This paper will identify high-priority capability gaps for exploration habitation and show potential options for gap closure through investment in technology, development, and testing. High-priority capability gaps are divided into the following general taxonomy areas: human health/life support/habitation systems, flight computing and avionics, power and energy storage, communications and navigation, thermal management systems, human exploration destination systems, autonomous systems, sensors and instruments, GNC (guidance, navigation, and control), robotic systems, ground and uncrewed surface systems, and materials/structures/mechanical systems/manufacturing. In the gap identification process, teams of discipline experts from across NASA reviewed the latest habitation architecture needs against current capabilities to understand where gaps may exist. The results of the assessment established a basis for the current state-of-the-art within each gap and identified the capability needs of the proposed exploration missions the gap links to. An assessment of how each test platform (e.g., Ground, International Space Station (ISS), Commercial Low Earth Orbit (LEO), Gateway) may be leveraged to mature capabilities and potentially provide a route to gap closure will be discussed. The notional timeline for gap closure to support reference missions and impacts to overall schedule are also assessed where appropriate. Based on the capability gap analysis described above, the paper summarizes important technology maturation considerations for human exploration architectures, with a focus on the Mars TH. The previously published NASA habitation ground rules and assumptions document is used as the basis to classify gaps as enabling, enhancing, or “push” opportunities for a particular architecture. Stepwise technology maturation plans/considerations are presented for some selected critical gaps. Overall, the analysis in this paper is intended to help influence development priorities for habitation systems, where high-priority, critical gaps are those currently assessed as having a low probability of closure by the anticipated need date. Capability gap analysis also informs the risk register for exploration habitation systems and mitigation strategies to ensure readiness of key technologies to support future mission timelines. Linkage between capability gaps for Moon and Mars is noted, as closure of a gap at a Lunar destination may subsequently enable or enhance Mars TH architectures."
