"Document Title","DOI","Link","Abstract"
"Synthesizing Evolving Symbolic Representations for Autonomous Systems","10.1007/s13748-025-00394-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105013789361&doi=10.1007%2Fs13748-025-00394-9&partnerID=40&md5=3e8269271c82fe03264f8daf273ac800","This work presents a novel architecture for an open-ended learning system that integrates intrinsic motivation (IM) and classical planning to enable agents continuously learn and improve their knowledge over time in an unsupervised fashion. The main goal is to allow the agent to autonomously distill its experience into Probabilistic Planning Domain Definition Language (PPDDL) terms, thereby making causal relationships explicit and supporting automated planning. Starting with a virtually empty set of predefined tasks or goals, the agent harnesses intrinsic motivation to explore the environment autonomously, continuously using and enriching the high-level knowledge acquired through its experience in a virtuous cycle. Experimental evaluation in the Treasure Game domain demonstrates the effectiveness of the proposed approach: starting with only a small set of primitive actions, we show how an agent can autonomously build and refine a high-level representation of the environment. Planning-based strategies grounded in this representation significantly outperform uninformed exploration by reaching intermediate sub-goals more efficiently and substantially reducing the time required to achieve the final objective. © The Author(s) 2025."
"Imperative learning: A self-supervised neuro-symbolic learning framework for robot autonomy","10.1177/02783649251353181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012871130&doi=10.1177%2F02783649251353181&partnerID=40&md5=e1a8977177a522122941219bd689a759","Data-driven methods such as reinforcement and imitation learning have achieved remarkable success in robot autonomy. However, their data-centric nature still hinders them from generalizing well to ever-changing environments. Moreover, labeling data for robotic tasks is often impractical and expensive. To overcome these challenges, we introduce a new self-supervised neuro-symbolic (NeSy) computational framework, imperative learning (IL), for robot autonomy, leveraging the generalization abilities of symbolic reasoning. The framework of IL consists of three primary components: a neural module, a reasoning engine, and a memory system. We formulate IL as a special bilevel optimization (BLO), which enables reciprocal learning over the three modules. This overcomes the label-intensive obstacles associated with data-driven approaches and takes advantage of symbolic reasoning concerning logical reasoning, physical principles, geometric analysis, etc. We discuss several optimization techniques for IL and verify their effectiveness in five distinct robot autonomy tasks including path planning, rule induction, optimal control, visual odometry, and multi-robot routing. Through various experiments, we show that IL can significantly enhance robot autonomy capabilities and we anticipate that it will catalyze further research across diverse domains. © The Author(s) 2025"
"Hybrid intelligence systems for reliable automation: advancing knowledge work and autonomous operations with scalable AI architectures","10.3389/frobt.2025.1566623","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105012031405&doi=10.3389%2Ffrobt.2025.1566623&partnerID=40&md5=29df8d6935b64977554b58fb38d8e4fa","Introduction: Mission-critical automation demands decision-making that is explainable, adaptive, and scalable—attributes elusive to purely symbolic or data-driven approaches. We introduce a hybrid intelligence (H-I) system that fuses symbolic reasoning with advanced machine learning via a hierarchical architecture, inspired by cognitive frameworks like Global Workspace Theory (Baars, A Cognitive Theory of Consciousness, 1988). Methods: This architecture operates across three levels to achieve autonomous, end-to-end workflows: Navigation: Using Vision Transformers, and graph-based neural networks, the system navigates file systems, databases, and software interfaces with precision. Discrete Actions: Multi-framework automated machine learning (AutoML) trains agents to execute discrete decisions, augmented by Transformers and Joint Embedding Predictive Architectures (JEPA) (Assran et al., 2023, 15619–15629) for complex time-series analysis, such as anomaly detection. Planning: Reinforcement learning, world model-based reinforcement learning, and model predictive control orchestrate adaptive workflows tailored to user requests or live system demands. Results: The system’s capabilities are demonstrated in two mission-critical applications: Space Domain Awareness, Satellite Behavior Detection: A graph-based JEPA paired with multi-agent reinforcement learning enables near real-time anomaly detection across 15,000 on-orbit objects, delivering a precision-recall score of 0.98. Autonomously Driven Simulation Setup: The system autonomously configures Computational Fluid Dynamics (CFD) setups, with an AutoML-driven optimizer enhancing the meshing step—boosting boundary layer capture propagation (BL-CP) from 8% to 98% and cutting geometry failure rates from 88% to 2% on novel aircraft geometries. Scalability is a cornerstone, with the distributed training pipeline achieving linear scaling across 2,000 compute nodes for AI model training, while secure model aggregation incurs less than 4% latency in cross-domain settings. Discussion: By blending symbolic precision with data-driven adaptability, this hybrid intelligence system offers a robust, transferable framework for automating complex knowledge work in domains like space operations and engineering simulations—and adjacent applications such as autonomous energy and industrial facility operations, paving the way for next-generation industrial AI systems. © © 2025 Grosvenor, Zemlyansky, Wahab, Bohachov, Dogan and Deighan."
"A Grid Cell-Inspired Structured Vector Algebra for Cognitive Maps","10.1109/NICE65350.2025.11065704","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105011415926&doi=10.1109%2FNICE65350.2025.11065704&partnerID=40&md5=8e75879314ff48049c258378078a6b8b","The entorhinal-hippocampal formation is the mammalian brain's navigation system, encoding both physical and abstract spaces via grid cells. This system is well-studied in neuroscience, and its efficiency and versatility make it attractive for applications in robotics and machine learning.While continuous attractor networks (CANs) successfully model entorhinal grid cells for encoding physical space, integrating both continuous spatial and abstract spatial computations into a unified framework remains challenging. Here, we attempt to bridge this gap by proposing a mechanistic model for versatile information processing in the entorhinal-hippocampal formation inspired by CANs and Vector Symbolic Architectures (VSAs), a neuro-symbolic computing framework. The novel grid-cell VSA (GC-VSA) model employs a spatially structured encoding scheme with 3D neuronal modules mimicking the discrete scales and orientations of grid cell modules, reproducing their characteristic hexagonal receptive fields.In experiments, the model demonstrates versatility in spatial and abstract tasks: (1) accurate path integration for tracking locations, (2) spatio-temporal representation for querying object locations and temporal relations, and (3) symbolic reasoning using family trees as a structured test case for hierarchical relationships. © 2025 IEEE."
"Generalised BDI Planning","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009819168&partnerID=40&md5=2e74a88653eade07bdfb994ca2a70bb4","Agent interpreters based on the Beliefs, Desires, and Intentions (BDI) model traditionally perform means-ends reasoning using plan libraries composed of reactive planning rules. However, the design of such rules often imposes a heavy knowledge engineering burden on a designer, and trades off flexibility for runtime efficiency. This use of planning rules originates from the limitations of planning technology at the time of the first BDI implementations. While these limitations have gradually been overcome by the integration of various types of planning into existing BDI theories, the corresponding interpreters remain fundamentally plan-library based. In this paper, we develop a novel BDI agent architecture driven by generalised planning as means-ends reasoning, in a radical departure from existing architectures. This architecture has two key properties. First, it more closely resembles the foundations of BDI logic and reasoning. Second, it offers substantial gains in efficiency in comparison with an architecture driven by classical planning. © 2025 International Foundation for Autonomous Agents and Multiagent Systems (www.ifaamas.org)."
"The A-BDI Metamodel for Human-Level AI: Argumentation as Balancing, Dialogue and Inference","10.1007/978-981-96-7956-0_22","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008972426&doi=10.1007%2F978-981-96-7956-0_22&partnerID=40&md5=7e55eb0ad71dcd98e5704f3353fc9934","In this paper, we introduce A-BDI, the first metamodel for formal and computational argumentation. It contains three models, conceptualizing argumentation as balancing, argumentation as dialogue, and argumentation as inference respectively. Each model looks at argumentation from a different perspective, addressing its own concerns and using its own formal and computational methods. Whereas balancing is inspired by the scale metaphor and uses quantitative techniques typically found in theories in economics and neural computing, dialogue is developed in multiagent communication and interaction and uses chatbot and Large Language Models (LLMs) technology, and inference is derived from theoretical investigations in knowledge representation and reasoning and uses techniques from symbolic reasoning. By bringing together new and traditional Artificial Intelligence (AI) approaches, the A-BDI metamodel provides a formal and computational framework for human-level, neuro-symbolic, and hybrid AI. © The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd. 2025."
"Generative AI-Enhanced Neuro-Symbolic Quantum Architectures for Secure Communications and Networking","10.1109/MNET.2025.3579680","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008830216&doi=10.1109%2FMNET.2025.3579680&partnerID=40&md5=26d5aec0fdca0b1ce0f951789094d523","The rapid convergence of generative AI (GAI), neuro-symbolic reasoning, and quantum computing has redefined secure communication and networking. Owing to the massive amounts of data, the need for extensive computing power, and the necessity to find and mitigate threats in real-time, traditional security measures cannot keep up with changing cyber threats as the communication infrastructure becomes more complicated. Therefore, this paper investigates the potential of a GAI-enhanced neuro-symbolic quantum framework for building security systems that are strong, scalable, and self-sufficient. This method improves threat detection, encryption, and real-time adversarial defense by combining symbolic reasoning for logic, deep learning for pattern recognition, and quantum intelligence to accelerate computations. This work has made progress in creating the next generation of secure networks that can automatically and adaptively make security decisions in real-time, providing robust protection in communication environments that change over time. © 1986-2012 IEEE."
"Towards Trustworthy and Explainable Socially Assistive Robots: A Cognitive Architecture for Dietary Guidance","10.1109/SIMPAR62925.2025.10979036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105005026403&doi=10.1109%2FSIMPAR62925.2025.10979036&partnerID=40&md5=af677204be53856b9d3cbc914ffe9874","Socially Assistive Robots (SARs) are rising as promising tools for promoting healthy lifestyle habits. To achieve such a goal, it is necessary that they are able to perform trustworthy and legible behaviors. In this work, we propose a cognitive architecture that integrates multimodal perception, symbolic reasoning, memory-enhanced decision-making, and adaptive interaction strategies to create an explainable and engaging dietary assistant. The key idea is to provide the robot with the capability to iteratively interact with a user and adapt the dietary plan based on their current state, preferences, and food restrictions, while conveying explicitly the inner decision and thought process. To achieve this, we employ a graph-enhanced Large Language Model (LLM), which queries contextual, semantic, and episodic acquired knowledge to generate personalized meal recommendations. These must subsequently be refined through a verification process that enforces constraints such as caloric limits and ingredient intolerances, ensuring dietary adherence. To have a transparent decision-verification process, the robot has to progressively verbalize the reasoning process while providing justifications for the recommendations to also enhance the user's trust. Non-verbal context-relevant movements are also generated to allow the robot to express empathy. We expect our framework to increase user trust, engagement, and adherence to healthy behaviors, allowing SARs to function as credible and effective health assistants. © 2025 IEEE."
"Bridging the Gap: The Rise of Neurosymbolic Artificial Intelligence in Advanced Computing","10.1109/MITP.2025.3532388","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003759861&doi=10.1109%2FMITP.2025.3532388&partnerID=40&md5=a92a55fd79ae83062f6bfb553657a138","Neurosymbolic artificial intelligence (AI) has emerged as a transformative approach, integrating the reasoning capabilities of symbolic AI with the data-driven nature of neural networks. This article discusses the evolution of AI, identifying the distinct advantages and limitations of symbolic and deep learning methodologies. Neurosymbolic AI aims to leverage the strengths of both approaches to enhance decision-making transparency and efficiency, which are crucial in high-stakes domains like health care and law. We explore techniques like embedding symbolic reasoning within neural architectures and utilizing neural networks for feature extraction. These strategies enable the application of neurosymbolic AI across various sectors, including health-care diagnostics, automated financial advising, and robotics. Case studies demonstrate its potential in improving diagnosis accuracy, ensuring regulatory compliance in finance, and enabling adaptive responses in robotics. The article concludes by highlighting emerging trends that are aimed at refining the interaction between neural and symbolic components, fostering more robust and versatile AI applications. © 2025 IEEE."
"Neuro-Symbolic Reasoning for Multimodal Referring Expression Comprehension in HMI Systems","10.1007/s00354-024-00243-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85185111766&doi=10.1007%2Fs00354-024-00243-8&partnerID=40&md5=1f8e483d7e9e130890beef5f1c5645f6","Conventional Human–Machine Interaction (HMI) interfaces have predominantly relied on GUI and voice commands. However, natural human communication also consists of non-verbal communication, including hand gestures like pointing. Thus, recent works in HMI systems have tried to incorporate pointing gestures as an input, making significant progress in recognizing and integrating them with voice commands. However, existing approaches often treat these input modalities independently, limiting their capacity to handle complex multimodal instructions requiring intricate reasoning of language and gestures. On the other hand, multimodal tasks requiring complex reasoning are being challenged in the language and vision domain, but these typically do not include gestures like pointing. To bridge this gap, we explore one of the challenging multimodal tasks, called Referring Expression Comprehension (REC), within multimodal HMI systems incorporating pointing gestures. We present a virtual setup in which a robot shares an environment with a user and is tasked with identifying objects based on the user’s language and gestural instructions. Furthermore, to address this challenge, we propose a hybrid neuro-symbolic model combining deep learning’s versatility with symbolic reasoning’s interpretability. Our contributions include a challenging multimodal REC dataset for HMI systems, an interpretable neuro-symbolic model, and an assessment of its ability to generalize the reasoning to unseen environments, complemented by an in-depth qualitative analysis of the model’s inner workings. © The Author(s) 2024."
"A Practical Operational Semantics for Classical Planning in BDI Agents","10.3233/FAIA240636","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213365943&doi=10.3233%2FFAIA240636&partnerID=40&md5=5fe9eb3371589453fc24def49712b853","Implementations of the Belief-Desire-Intention (BDI) architecture have a long tradition in the development of autonomous agent systems. However, most practical implementations of the BDI framework rely on a pre-defined plan library for decision-making, which places a significant burden on programmers, and still yields systems that may be brittle, struggling to achieve their goals in dynamic environments. This paper overcomes this limitation by introducing an operational semantics for BDI systems that rely on Classical Planning at run time to both cope with failures that were unforeseeable and synthesise new plans that were unspecified at design time. This semantics places particular emphasis on the interaction of the reasoning cycle and an underlying planning algorithm. We empirically demonstrate the practical feasibility and generality of such an approach in an implementation of this semantics within two popular BDI platforms together with in-depth computational evaluation. © 2024 The Authors."
"Planning and learning to perceive in partially unknown environments","10.3233/IA-240036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214354489&doi=10.3233%2FIA-240036&partnerID=40&md5=f42c95e2216c3a5a94b2a967b49462e9","For applying symbolic planning, an agent acting in an environment needs to know its symbolic state, and an abstract model of the environment dynamics. However, in the real world, an agent has low-level perceptions of the environment (e.g. its position given by a GPS sensor), rather than symbolic observations representing its current state. Furthermore, in many real-world scenarios, it is not feasible to provide an agent with a complete and correct model of the environment, e.g., when the environment is (partially) unknown a priori. Therefore, agents need to dynamically learn/adapt/extend their perceptual abilities online, in an autonomous way, by exploring and interacting with the environment where they operate. In this paper, we provide a general architecture of a planning, learning, and acting agent. Moreover, we propose solutions to the problems of automatically training a neural network to recognize object properties, learning the situations where such properties are better perceivable, and planning to get into such situations. We experimentally show the effectiveness of our approach in simulated and complex environments, and we empirically demonstrate the feasibility of our approach in a real-world scenario that involves noisy perceptions and noisy actions on a real robot. © 2024 - IOS Press. All rights reserved."
"Planning with mental models – Balancing explanations and explicability","10.1016/j.artint.2024.104181","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199368903&doi=10.1016%2Fj.artint.2024.104181&partnerID=40&md5=912d1d6d8274c1a745eecd96ac646e26","Human-aware planning involves generating plans that are explicable, i.e. conform to user expectations, as well as providing explanations when such plans cannot be found. In this paper, we bring these two concepts together and show how an agent can achieve a trade-off between these two competing characteristics of a plan. To achieve this, we conceive a first-of-its-kind planner MEGA that can reason about the possibility of explaining a plan in the plan generation process itself. We will also explore how solutions to such problems can be expressed as “self-explaining plans” – and show how this representation allows us to leverage classical planning compilations of epistemic planning to reason about this trade-off at plan generation time without having to incur the computational burden of having to search in the space of differences between the agent model and the mental model of the human in the loop in order to come up with the optimal trade-off. We will illustrate these concepts in two well-known planning domains, as well as with a robot in a typical search and reconnaissance task. Human factor studies in the latter highlight the usefulness of the proposed approach. © 2024"
"Optimization-based motion planning for autonomous agricultural vehicles turning in constrained headlands","10.1002/rob.22374","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195568592&doi=10.1002%2Frob.22374&partnerID=40&md5=b302e71e2575ad1dc132677b6f904147","Headland maneuvering is a crucial part of the field operations performed by autonomous agricultural vehicles (AAVs). While motion planning for headland turning in open fields has been extensively studied and integrated into commercial autoguidance systems, the existing methods primarily address scenarios with ample headland space and thus may not work in more constrained headland geometries. Commercial orchards often contain narrow and irregularly shaped headlands, which may include static obstacles, rendering the task of planning a smooth and collision-free turning trajectory difficult. To address this challenge, we propose an optimization-based motion planning algorithm for headland turning under geometrical constraints imposed by headland geometry and obstacles. Our method models the headland and the AAV using convex polytopes as geometric primitives, and calculates optimal and collision-free turning trajectories in two stages. In the first stage, a coarse path is generated using either a classical pattern-based turning method or a directional graph-guided hybrid A* algorithm, depending on the complexity of the headland geometry. The second stage refines this coarse path by feeding it into a numerical optimizer, which considers the vehicle's kinematic, control, and collision-avoidance constraints to produce a feasible and smooth trajectory. We demonstrate the effectiveness of our algorithm by comparing it to the classical pattern-based method in various types of headlands. The results show that our optimization-based planner outperforms the classical planner in generating collision-free turning trajectories inside constrained headland spaces. Additionally, the trajectories generated by our planner respect the kinematic and control limits of the vehicle and, hence, are easier for a path-tracking controller to follow. In conclusion, our proposed approach successfully addresses complex motion planning problems in constrained headlands, making it a valuable contribution to the autonomous operation of AAVs, particularly in real-world orchard environments. © 2024 Wiley Periodicals LLC."
"Quality Diversity for Robot Learning: Limitations and Future Directions","10.1145/3638530.3654431","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201964775&doi=10.1145%2F3638530.3654431&partnerID=40&md5=ddbd6bcbb0dfe0aa7e19ce6b172ea967","Quality Diversity (QD) has shown great success in discovering high-performing, diverse policies for robot skill learning. While current benchmarks have led to the development of powerful QD methods, we argue that new paradigms must be developed to facilitate open-ended search and generalizability. In particular, many methods focus on learning diverse agents that each move to a different xy position in MAP-Elites-style bounded archives. Here, we show that such tasks can be accomplished with a single, goal-conditioned policy paired with a classical planner, achieving O(1) space complexity w.r.t. the number of policies and generalization to task variants. We hypothesize that this approach is successful because it extracts task-invariant structural knowledge by modeling a relational graph between adjacent cells in the archive. We motivate this view with emerging evidence from computational neuroscience and explore connections between QD and models of cognitive maps in human and other animal brains. We conclude with a discussion exploring the relationships between QD and cognitive maps, and propose future research directions inspired by cognitive maps towards future generalizable algorithms capable of truly open-ended search. © 2024 Copyright held by the owner/author(s)."
"On the Prospects of Incorporating Large Language Models (LLMs) in Automated Planning and Scheduling (APS)","10.1609/icaps.v34i1.31503","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192278898&doi=10.1609%2Ficaps.v34i1.31503&partnerID=40&md5=cd18cbe3fdbe68e81adc07f7f40d3150","Automated Planning and Scheduling is among the growing areas in Artificial Intelligence (AI) where mention of LLMs has gained popularity. Based on a comprehensive review of 126 papers, this paper investigates eight categories based on the unique applications of LLMs in addressing various aspects of planning problems: language translation, plan generation, model construction, multi-agent planning, interactive planning, heuristics optimization, tool integration, and brain-inspired planning. For each category, we articulate the issues considered and existing gaps. A critical insight resulting from our review is that the true potential of LLMs unfolds when they are integrated with traditional symbolic planners, pointing towards a promising neuro-symbolic approach. This approach effectively combines the generative aspects of LLMs with the precision of classical planning methods. By synthesizing insights from existing literature, we underline the potential of this integration to address complex planning challenges. We aim to keep the categorization of papers updated on https://ai4society.github.io/LLM-Planning-Viz/, a collaborative resource that allows researchers to contribute and add new literature to the categorization. © © 2024, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
"GOALNET: Interleaving Neural Goal Predicate Inference with Classical Planning for Generalization in Robot Instruction Following","10.1609/aaai.v38i18.29990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189560910&doi=10.1609%2Faaai.v38i18.29990&partnerID=40&md5=05a921018e9b1fb1f839b98461e0996f","Our goal is to enable a robot to learn how to sequence its actions to perform high-level tasks specified as natural language instructions, given successful demonstrations from a human partner. Our novel neuro-symbolic solution GOALNET builds an iterative two-step approach that interleaves (i) inferring next subgoal predicate implied by the language instruction, for a given world state, and (ii) synthesizing a feasible subgoal-reaching plan from that state. The agent executes the plan, and the two steps are repeated. GOALNET combines (i) learning, where dense representations are acquired for language instruction and the world state via a neural network prediction model, enabling generalization to novel settings and (ii) planning, where the cause-effect modeling by a classical planner eschews irrelevant predicates, facilitating multistage decision making in large domains. GOALNET obtains 78% improvement in the goal reaching rate in comparison to several state-of-the-art approaches on benchmark data with multi-stage instructions. Further, GOALNET can generalize to novel instructions for scenes with unseen objects. Source code available at https://github.com/reail-iitd/goalnet. © © 2024, Association for the Advancement of Artificial Intelligence (www.aaai.org). All rights reserved."
"Teaching Robots with Show and Tell: Using Foundation Models to Synthesize Robot Policies from Language and Visual Demonstrations","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000719676&partnerID=40&md5=a092c5cd6eb8b7e0442e5b364505f1e7","We introduce a modular, neuro-symbolic framework for teaching robots new skills through language and visual demonstration. Our approach, SHOWTELL, composes a mixture of foundation models to synthesize robot manipulation programs that are easy to interpret and generalize across a wide range of tasks and environments. SHOWTELL is designed to handle complex demonstrations involving high level logic such as loops and conditionals while being intuitive and natural for end-users. We validate this approach through a series of real-world robot experiments, showing that SHOWTELL out-performs a state-of-the-art baseline based on GPT4-V, on a variety of tasks, and that it is able to generalize to unseen environments and within category objects. Supplementary materials and videos are available on our webpage: https://robo-showtell.github.io. © 2024 Proceedings of Machine Learning Research."
"Marching Forward: Redefining Human-Machine Interactions in Conversational AI Through Hybrid Intelligence, Blockchain Security, and Autonomous Agents","10.1109/ICCES63552.2024.10859659","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218414183&doi=10.1109%2FICCES63552.2024.10859659&partnerID=40&md5=5a15f4edabb5f7dd772f27b4f2c67cd2","Conversational AI has emerged as an essential instrument in enhancing human-computer interaction, with applications spanning customer service to personal assistants. This paper offers a comprehensive examination of recent developments in conversational AI, including novel techniques in natural language generation (NLG), dialogue systems, and dynamic response optimization. We analyze advancements including transformer-based architectures, reinforcement learning for dialogue generation, and retrieval-augmented models, emphasizing their roles in enhancing the quality and contextual accuracy of conversations. Additionally, we examine the feasibility of blockchain technology as the foundation for decentralized AI, promoting secure, transparent, and distributed frameworks for AI applications, hence improving privacy and control in data exchanges. Hybrid methodologies that combine symbolic reasoning with deep learning are analyzed, highlighting their effectiveness in addressing complex dialogues. These advancements, supported by empirical research and benchmark performance, signify the evolution towards more personalized, intelligent, and decentralized conversational systems. © 2024 IEEE."
"A Neurosymbolic Approach to Adaptive Feature Extraction in SLAM","10.1109/IROS58592.2024.10802379","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216463398&doi=10.1109%2FIROS58592.2024.10802379&partnerID=40&md5=bddf795b591f39fa3fcbd7805b1910c8","Autonomous robots, autonomous vehicles, and humans wearing mixed-reality headsets require accurate and reliable tracking services for safety-critical applications in dynamically changing real-world environments. However, the existing tracking approaches, such as Simultaneous Localization and Mapping (SLAM), do not adapt well to environmental changes and boundary conditions despite extensive manual tuning. On the other hand, while deep learning-based approaches can better adapt to environmental changes, they typically demand substantial data for training and often lack flexibility in adapting to new domains. To solve this problem, we propose leveraging the neurosymbolic program synthesis approach to construct adaptable SLAM pipelines that integrate the domain knowledge from traditional SLAM approaches while leveraging data to learn complex relationships. While the approach can synthesize end-to-end SLAM pipelines, we focus on synthesizing the feature extraction module. We first devise a domain-specific language (DSL) that can encapsulate domain knowledge on the essential attributes for feature extraction and the real-world performance of various feature extractors. Our neurosymbolic architecture then undertakes adaptive feature extraction, optimizing parameters via learning while employing symbolic reasoning to select the most suitable feature extractor. Our evaluations demonstrate that our approach, neurosymbolic Feature EXtraction (nFEX), yields higher-quality features. It also reduces the pose error observed for the state-of-the-art baseline feature extractors ORB and SIFT by up to 90% and up to 66%, respectively, thereby enhancing the system's efficiency and adaptability to novel environments. © 2024 IEEE."
"A Framework for Neurosymbolic Goal-Conditioned Continual Learning in Open World Environments","10.1109/IROS58592.2024.10801627","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85216460400&doi=10.1109%2FIROS58592.2024.10801627&partnerID=40&md5=72e97de0994c0ae4a3d5603aaf50e32d","In dynamic open-world environments, agents continually face new challenges due to sudden and unpredictable novelties, hindering Task and Motion Planning (TAMP) in autonomous systems. We introduce a novel TAMP architecture that integrates symbolic planning with reinforcement learning to enable autonomous adaptation in such environments, operating without human guidance. Our approach employs symbolic goal representation within a goal-oriented learning framework, coupled with planner-guided goal identification, effectively managing abrupt changes where traditional reinforcement learning, re-planning, and hybrid methods fall short. Through sequential novelty injections in our experiments, we assess our method's adaptability to continual learning scenarios. Extensive simulations conducted in a robotics domain corroborate the superiority of our approach, demonstrating faster convergence to higher performance compared to traditional methods. The success of our framework in navigating diverse novelty scenarios within a continuous domain underscores its potential for critical real-world applications. © 2024 IEEE."
"Learning to Ground Existentially Quantified Goals","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214661463&partnerID=40&md5=2d26a9a8b770da455c3751775f47ce8d","Goal instructions for autonomous AI agents cannot assume that objects have unique names. Instead, objects in goals must be referred to by providing suitable descriptions. However, this raises problems in both classical planning and generalized planning. The standard approach to handling existentially quantified goals in classical planning involves compiling them into a DNF formula that encodes all possible variable bindings and adding dummy actions to map each DNF term into the new, dummy goal. This preprocessing is exponential in the number of variables. In generalized planning, the problem is different: even if general policies can deal with any initial situation and goal, executing a general policy requires the goal to be grounded to define a value for the policy features. The problem of grounding goals, namely finding the objects to bind the goal variables, is subtle: it is a generalization of classical planning, which is a special case when there are no goal variables to bind, and constraint reasoning, which is a special case when there are no actions. In this work, we address the goal grounding problem with a novel supervised learning approach. A GNN architecture, trained to predict the cost of partially quantified goals over small domain instances is tested on larger instances involving more objects and different quantified goals. The proposed architecture is evaluated experimentally over several planning domains where generalization is tested along several dimensions including the number of goal variables and objects that can bind such variables. The scope of the approach is also discussed in light of the known relationship between GNNs and C2 logics. © 2024 Proceedings of the International Conference on Knowledge Representation and Reasoning. All rights reserved."
"Communication with Individuals with Disabilities and the Role of LLMs: Progress Report","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85214206565&partnerID=40&md5=af8780337251e4d6057ca01d8e82bd36","This paper is part of a project aimed at leveraging neuro-symbolic architectures to achieve a sophisticated interaction between humanoid robots and individuals with cognitive impairments. In our architecture, a symbolic reasoning module based on Answer Set Programming creates a sequence of appropriate activities and monitors their execution in real-time. Large Language Models (LLMs) are used to enhance the user experience in various ways. Among those, in this paper we investigate methods for using LLMs to rewording text produced by the reasoning component, while keeping length and vocabulary level consistent with the original text. The study explores the effectiveness of metrics such as length and frequency of use, in comparing the vocabulary level of the input with that of the output. We present a comparative analysis of free or moderately priced LLMs, such as GPT-3.5, Google Gemini Pro, and Claude 3 Opus. A continuous validation process is also introduced, utilizing a critic that evaluates the appropriateness of the generated output at run-time. Although preliminary, the findings appear to indicate that while LLMs can often produce outputs with a vocabulary level comparable to the inputs, there are areas needing improvement, particularly in handling specific domain knowledge or less common phrases. This research contributes to the exploration of novel neuro-symbolic architectures and to the practical application of LLMs in contexts where controlled language use is essential for effective communication. © 2022 Copyright for this paper by its authors."
"A Hybrid Cognitive Architecture to Generate, Control, Plan, and Monitor Behaviors for Interactive Autonomous Robots","10.1007/s12369-024-01192-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211892521&doi=10.1007%2Fs12369-024-01192-4&partnerID=40&md5=0463b8677603355346dc9cac38834c7b","Interactive robots not only need to react in predefined or deterministic scenarios but also learn and adapt in real-time, mirroring cognitive flexibility akin to human intelligence. Achieving this autonomy entails developing cognitive architectures that integrate reactive, deliberative and emergent capabilities. Thus, this paper presents MERLIN2, a hybrid cognitive architecture to generate, control, plan, and monitor behaviors in autonomous robots. This architecture combines reactive, deliberative, and emergent components, aiming to enhance adaptability in dynamic environments and make intelligent real-time decisions, thereby improving autonomy and performance. MERLIN2 comprises a deliberative system, based on a knowledge base and a symbolic planner; and a behavioral system composed of reactive components and several emergent components. It addresses core cognitive aspects like action selection, perception, memory, learning, reasoning, and explainability. MERLIN2 is evaluated in a simulated world and in the real world Carry My Luggage task from the RoboCup@Home. Therefore, the experimentation presented in this article showcases the architecture as a valid solution for autonomous robots. © The Author(s) 2024."
"Cognitive Programming Interface : from Task Level Programming to Coherent Task Level Programming","10.1109/CASE59546.2024.10711577","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85208236644&doi=10.1109%2FCASE59546.2024.10711577&partnerID=40&md5=d7a6876d69de65e09b6342334387b43c","One of the main barriers to the uptake of robotics in industry is the cost of integration. For small and medium-sized enterprises with small production runs and frequent changes to their robotic cells, the cost of integration and programming is too high an investment. To tackle this problem, a number of techniques exist in the literature to perform Task-Level-Programming.However most provide a set of tasks without defining, or in a very limited way, their context of use and their effects on the robot's environment. As a result, users need to master a wide range of skills and the context in which they can be used.In this paper, we propose a different approach considering object's interfaces level instead of object level, to allow the user to perform Coherent Task Level Programming where available skills/tasks are context dependent. We describe a Cognitive Programming Interface based on a multimodal planner relying on semantic reasoning that allows two programming modalities: programming by selecting a feasible skill according to the context, or programming by demonstration. These two methods are complementary and can be used in the same programming sequence if required. They rely on an ontological skill definition that replaces the classical Planning Domain Definition Language approach. Consequently, we propose a new method to recognize demonstrated skills from demonstration. © 2024 IEEE."
